,Player,tm,pos,yr2019_20,predicted_salary,Age,PER,pts,g,mp,ast,stl,blk
199,Zach LaVine,CHI,SG,"$19,500,000.00","$13,925,744.00",24.0,19.4,1530.0,60.0,2085.0,254.0,88.0,28.0
200,Robert Williams,BOS,C,"$1,937,520.00","$6,625,269.00",22.0,23.1,150.0,29.0,388.0,27.0,22.0,35.0
201,Thomas Bryant,WAS,C,"$7,936,508.00","$7,696,924.00",22.0,21.1,609.0,46.0,1147.0,83.0,25.0,49.0
202,Edmond Sumner,IND,PG,"$2,000,000.00","$3,494,481.00",24.0,10.1,152.0,31.0,447.0,55.0,15.0,9.0
203,Isaiah Hartenstein,HOU,C,"$1,416,852.00","$5,042,562.00",21.0,18.6,107.0,23.0,266.0,18.0,9.0,12.0
204,Bojan Bogdanović,UTA,SF,"$17,000,000.00","$18,451,223.00",30.0,15.6,1275.0,63.0,2083.0,131.0,34.0,7.0
205,Robin Lopez,MIL,C,"$4,767,000.00","$2,950,384.00",31.0,10.2,357.0,66.0,958.0,45.0,10.0,45.0
206,Josh Richardson,PHI,SG,"$10,100,000.00","$8,751,884.00",26.0,12.0,755.0,55.0,1693.0,162.0,52.0,36.0
207,Quinn Cook,LAL,PG,"$3,000,000.00","$2,539,103.00",26.0,10.0,224.0,44.0,508.0,49.0,12.0,2.0
208,Sekou Doumbouya,DET,SF,"$3,285,120.00","$1,936,784.00",19.0,6.2,243.0,38.0,754.0,19.0,20.0,8.0
209,Frank Ntilikina,NYK,PG,"$4,855,800.00","$2,202,640.00",21.0,9.8,357.0,57.0,1187.0,172.0,54.0,16.0
210,Trey Lyles,SAS,PF,"$5,500,000.00","$3,113,016.00",24.0,12.6,404.0,63.0,1271.0,69.0,28.0,28.0
211,Deonte Burton,OKC,SG,"$1,416,852.00","$1,830,006.00",26.0,4.3,104.0,39.0,356.0,17.0,7.0,10.0
212,Denzel Valentine,CHI,SF,"$3,377,569.00","$4,183,679.00",26.0,13.0,246.0,36.0,488.0,43.0,26.0,6.0
213,Deandre Ayton,PHO,C,"$9,562,920.00","$10,546,718.00",21.0,20.0,690.0,38.0,1236.0,72.0,26.0,58.0
214,Giannis Antetokounmpo,MIL,PF,"$25,842,697.00","$22,661,632.00",25.0,31.9,1857.0,63.0,1917.0,354.0,61.0,66.0
215,Evan Fournier,ORL,SG,"$17,000,000.00","$12,253,085.00",27.0,16.4,1221.0,66.0,2076.0,209.0,71.0,15.0
216,Khem Birch,ORL,C,"$3,000,000.00","$4,733,509.00",27.0,11.7,212.0,48.0,922.0,50.0,20.0,23.0
217,Kris Dunn,CHI,PG,"$5,348,007.00","$5,150,173.00",25.0,12.1,373.0,51.0,1269.0,173.0,101.0,17.0
218,Jonathan Isaac,ORL,SF,"$5,806,440.00","$8,223,355.00",22.0,17.3,404.0,34.0,980.0,48.0,53.0,78.0
219,Julius Randle,NYK,PF,"$18,000,000.00","$12,247,648.00",25.0,17.5,1248.0,64.0,2080.0,198.0,51.0,22.0
220,Yogi Ferrell,SAC,PG,"$3,150,000.00","$2,288,747.00",26.0,12.2,218.0,50.0,530.0,69.0,18.0,4.0
221,Devin Booker,PHO,SG,"$27,250,000.00","$15,804,811.00",23.0,20.6,1863.0,70.0,2512.0,456.0,49.0,18.0
222,J.J. Redick,NOP,SG,"$13,486,300.00","$17,117,831.00",35.0,15.4,917.0,60.0,1581.0,119.0,20.0,10.0
223,Will Barton,DEN,SF,"$12,960,000.00","$16,939,142.00",29.0,15.6,874.0,58.0,1916.0,212.0,61.0,29.0
224,Brook Lopez,MIL,C,"$12,093,024.00","$11,877,231.00",31.0,15.0,813.0,68.0,1817.0,99.0,46.0,163.0
225,Damian Lillard,POR,PG,"$29,802,321.00","$44,293,951.00",29.0,26.9,1978.0,66.0,2474.0,530.0,70.0,22.0
226,Marko Guduric,MEM,SG,"$2,625,000.00","$1,907,383.00",24.0,8.8,173.0,44.0,484.0,45.0,12.0,8.0
227,Jonas Valančiūnas,MEM,C,"$16,000,000.00","$11,665,782.00",27.0,22.2,1044.0,70.0,1845.0,131.0,30.0,76.0
228,Tomáš Satoranský,CHI,PG,"$10,000,000.00","$9,274,646.00",28.0,13.5,644.0,65.0,1878.0,354.0,80.0,7.0
229,Bradley Beal,WAS,SG,"$27,093,019.00","$22,689,589.00",26.0,23.2,1741.0,57.0,2053.0,347.0,71.0,23.0
230,David Nwaba,BRK,SF,"$1,678,854.00","$7,551,166.00",27.0,14.0,104.0,20.0,268.0,8.0,11.0,12.0
231,Marcus Smart,BOS,SG,"$12,553,471.00","$9,235,513.00",25.0,13.8,776.0,60.0,1919.0,291.0,101.0,29.0
232,James Harden,HOU,SG,"$37,800,000.00","$47,099,720.00",30.0,29.1,2335.0,68.0,2483.0,512.0,125.0,60.0
233,Marco Belinelli,SAS,SG,"$5,846,154.00","$4,834,040.00",33.0,10.8,361.0,57.0,883.0,69.0,12.0,1.0
234,Patty Mills,SAS,PG,"$12,428,571.00","$7,458,138.00",31.0,14.8,767.0,66.0,1485.0,118.0,53.0,6.0
235,Goga Bitadze,IND,C,"$2,816,760.00","$1,033,644.00",20.0,12.1,172.0,54.0,471.0,23.0,10.0,37.0
236,George Hill,MIL,PG,"$9,133,907.00","$10,565,081.00",33.0,16.9,554.0,59.0,1271.0,180.0,47.0,5.0
237,P.J. Tucker,HOU,PF,"$8,349,039.00","$21,331,172.00",34.0,8.3,500.0,72.0,2467.0,115.0,77.0,36.0
238,Anthony Davis,LAL,PF,"$27,093,019.00","$27,987,195.00",26.0,27.4,1618.0,62.0,2131.0,200.0,91.0,143.0
239,Ersan İlyasova,MIL,PF,"$7,000,000.00","$5,005,194.00",32.0,14.9,414.0,63.0,986.0,49.0,24.0,17.0
240,Joe Ingles,UTA,SF,"$11,954,546.00","$13,639,580.00",32.0,12.6,707.0,72.0,2137.0,373.0,65.0,11.0
241,Jake Layman,MIN,PF,"$3,581,986.00","$5,995,098.00",25.0,10.3,210.0,23.0,505.0,15.0,17.0,10.0
242,Reggie Bullock,NYK,SG,"$4,000,000.00","$7,256,853.00",28.0,9.3,234.0,29.0,684.0,42.0,25.0,3.0
243,Eric Bledsoe,MIL,PG,"$15,625,000.00","$12,287,959.00",30.0,17.6,911.0,61.0,1646.0,328.0,57.0,26.0
244,Tyus Jones,MEM,PG,"$8,408,000.00","$2,763,164.00",23.0,15.7,484.0,65.0,1232.0,285.0,59.0,6.0
245,Terry Rozier,CHO,PG,"$19,894,737.00","$12,140,648.00",25.0,14.8,1134.0,63.0,2164.0,259.0,61.0,10.0
246,CJ McCollum,POR,SG,"$27,556,959.00","$22,749,147.00",28.0,17.0,1556.0,70.0,2556.0,310.0,54.0,42.0
247,Elfrid Payton,NYK,PG,"$8,000,000.00","$8,365,929.00",25.0,16.0,449.0,45.0,1246.0,323.0,70.0,17.0
248,Zion Williamson,NOP,PF,"$9,757,440.00","$9,423,051.00",19.0,24.1,540.0,24.0,668.0,50.0,16.0,9.0
249,Jerome Robinson,WAS,SG,"$3,567,720.00","$4,125,266.00",22.0,7.4,197.0,21.0,503.0,41.0,15.0,9.0
250,Jeremy Lamb,IND,SG,"$10,500,000.00","$9,290,405.00",27.0,14.0,577.0,46.0,1291.0,96.0,55.0,22.0
251,Nikola Jokić,DEN,C,"$26,573,595.00","$15,752,421.00",24.0,24.9,1456.0,73.0,2336.0,512.0,85.0,44.0
252,Juan Hernangómez,MIN,PF,"$3,321,030.00","$7,194,173.00",24.0,10.4,181.0,14.0,411.0,18.0,14.0,4.0
253,DeMar DeRozan,SAS,SF,"$27,739,975.00","$27,517,424.00",30.0,21.6,1504.0,68.0,2316.0,380.0,70.0,20.0
254,E'Twaun Moore,NOP,SG,"$8,664,928.00","$4,655,983.00",30.0,11.3,466.0,56.0,1020.0,78.0,32.0,11.0
255,Delon Wright,DAL,SG,"$9,473,684.00","$4,404,970.00",27.0,15.4,504.0,73.0,1570.0,244.0,85.0,22.0
256,Ricky Rubio,PHO,PG,"$16,190,476.00","$14,062,420.00",29.0,16.5,847.0,65.0,2016.0,570.0,94.0,11.0
257,Rudy Gay,SAS,PF,"$14,000,000.00","$8,924,019.00",33.0,15.4,726.0,67.0,1461.0,114.0,35.0,33.0
258,Danilo Gallinari,OKC,PF,"$22,615,559.00","$19,002,198.00",31.0,19.5,1160.0,62.0,1834.0,119.0,42.0,5.0
259,Thaddeus Young,CHI,PF,"$12,900,000.00","$8,478,545.00",31.0,13.3,659.0,64.0,1591.0,117.0,92.0,23.0
260,Kyle O'Quinn,PHI,C,"$2,028,594.00","$8,719,935.00",29.0,18.6,102.0,29.0,313.0,51.0,7.0,24.0
261,Goran Dragić,MIA,PG,"$19,217,900.00","$16,919,594.00",33.0,16.3,953.0,59.0,1663.0,301.0,40.0,10.0
262,Jordan Clarkson,UTA,SG,"$13,437,500.00","$10,437,329.00",27.0,18.6,655.0,42.0,1039.0,66.0,29.0,8.0
263,Kawhi Leonard,LAC,SF,"$32,742,000.00","$25,717,376.00",28.0,26.9,1543.0,57.0,1848.0,280.0,103.0,33.0
264,DeAndre Jordan,BRK,C,"$9,881,598.00","$12,291,873.00",31.0,19.9,465.0,56.0,1234.0,105.0,18.0,52.0
265,Kelly Olynyk,MIA,C,"$11,667,885.00","$4,268,100.00",28.0,14.6,549.0,67.0,1300.0,116.0,45.0,23.0
266,Ty Jerome,PHO,PG,"$2,193,480.00","$2,139,807.00",22.0,7.9,102.0,31.0,328.0,44.0,15.0,3.0
267,Tobias Harris,PHI,PF,"$31,034,483.00","$17,439,915.00",27.0,17.2,1411.0,72.0,2469.0,227.0,53.0,40.0
268,LeBron James,LAL,PG,"$37,436,858.00","$54,926,161.00",35.0,25.5,1698.0,67.0,2316.0,684.0,78.0,36.0
269,Aaron Gordon,ORL,PF,"$19,863,636.00","$10,098,090.00",24.0,15.1,894.0,62.0,2017.0,228.0,51.0,39.0
270,D.J. Wilson,MIL,PF,"$2,961,120.00","$1,949,293.00",23.0,8.2,133.0,37.0,363.0,25.0,3.0,5.0
271,Jrue Holiday,NOP,SG,"$26,131,111.00","$19,678,111.00",29.0,17.0,1167.0,61.0,2117.0,408.0,99.0,48.0
272,Malcolm Brogdon,IND,PG,"$20,000,000.00","$13,349,595.00",27.0,17.7,893.0,54.0,1666.0,381.0,35.0,10.0
273,Bobby Portis,NYK,C,"$15,000,000.00","$3,512,706.00",24.0,14.6,668.0,66.0,1393.0,98.0,32.0,18.0
274,Cody Zeller,CHO,C,"$14,471,910.00","$7,988,674.00",27.0,18.8,642.0,58.0,1341.0,88.0,40.0,25.0
275,Allonzo Trier,NYK,PG,"$3,551,100.00","$5,085,011.00",24.0,14.5,155.0,24.0,291.0,28.0,3.0,4.0
276,Nikola Vučević,ORL,C,"$28,000,000.00","$22,901,375.00",29.0,21.9,1215.0,62.0,1998.0,222.0,54.0,47.0
277,Harrison Barnes,SAC,PF,"$24,147,727.00","$14,760,883.00",27.0,13.3,1046.0,72.0,2482.0,159.0,43.0,12.0
278,Kyle Anderson,MEM,PF,"$9,073,050.00","$3,287,326.00",26.0,12.5,390.0,67.0,1330.0,162.0,54.0,37.0
279,Kristaps Porziņģis,DAL,PF,"$27,285,000.00","$13,123,544.00",24.0,20.2,1164.0,57.0,1814.0,102.0,41.0,115.0
280,Joel Embiid,PHI,C,"$27,504,630.00","$16,615,589.00",25.0,25.8,1172.0,51.0,1506.0,152.0,45.0,65.0
281,Patrick McCaw,TOR,SF,"$4,000,000.00","$4,239,054.00",24.0,7.3,170.0,37.0,908.0,79.0,39.0,4.0
282,Khris Middleton,MIL,SF,"$30,603,448.00","$15,612,943.00",28.0,21.1,1297.0,62.0,1853.0,265.0,53.0,7.0
283,Myles Turner,IND,C,"$18,000,000.00","$7,388,591.00",23.0,14.8,749.0,62.0,1826.0,72.0,46.0,132.0
284,Tony Snell,DET,SF,"$11,392,857.00","$7,495,731.00",28.0,9.7,474.0,59.0,1641.0,127.0,32.0,15.0
285,Rudy Gobert,UTA,C,"$25,008,427.00","$25,198,230.00",27.0,21.7,1026.0,68.0,2333.0,101.0,51.0,135.0
286,Russell Westbrook,HOU,PG,"$38,178,000.00","$31,132,615.00",31.0,21.0,1553.0,57.0,2049.0,401.0,93.0,20.0
287,Rodney McGruder,LAC,SG,"$4,629,630.00","$2,451,233.00",28.0,6.7,187.0,56.0,871.0,36.0,26.0,8.0
288,Rodney Hood,POR,SF,"$5,718,000.00","$10,417,943.00",27.0,12.2,230.0,21.0,619.0,32.0,17.0,4.0
289,Taj Gibson,NYK,C,"$9,800,000.00","$7,233,831.00",34.0,16.1,379.0,62.0,1025.0,52.0,27.0,30.0
290,LaMarcus Aldridge,SAS,C,"$26,000,000.00","$35,792,521.00",34.0,19.7,1001.0,53.0,1754.0,129.0,36.0,87.0
291,Hassan Whiteside,POR,C,"$27,093,018.00","$28,084,116.00",30.0,25.0,1040.0,67.0,2008.0,78.0,26.0,196.0
292,Cory Joseph,SAC,PG,"$12,000,000.00","$4,957,699.00",28.0,10.1,458.0,72.0,1759.0,251.0,53.0,21.0
293,Danny Green,LAL,SG,"$14,634,146.00","$7,877,312.00",32.0,10.8,547.0,68.0,1687.0,91.0,85.0,32.0
294,Eric Gordon,HOU,SF,"$14,057,730.00","$11,675,674.00",31.0,10.3,520.0,36.0,1016.0,54.0,23.0,13.0
295,Tristan Thompson,CLE,C,"$18,539,130.00","$14,128,006.00",28.0,16.8,684.0,57.0,1721.0,120.0,33.0,50.0
296,Dwight Powell,DAL,C,"$10,259,375.00","$11,352,329.00",28.0,15.9,376.0,40.0,1061.0,59.0,34.0,22.0
297,Serge Ibaka,TOR,C,"$23,271,604.00","$13,432,142.00",30.0,17.3,845.0,55.0,1485.0,77.0,28.0,46.0
298,Jimmy Butler,MIA,SF,"$32,742,000.00","$29,630,355.00",30.0,23.6,1157.0,58.0,1959.0,350.0,103.0,32.0
299,Kemba Walker,BOS,PG,"$32,742,000.00","$18,392,760.00",29.0,20.0,1145.0,56.0,1742.0,268.0,48.0,28.0
300,Kevin Love,CLE,PF,"$28,900,000.00","$21,446,780.00",31.0,17.9,987.0,56.0,1780.0,178.0,33.0,19.0
301,Karl-Anthony Towns,MIN,C,"$27,250,000.00","$21,111,287.00",24.0,26.5,926.0,35.0,1187.0,153.0,33.0,42.0
302,Kyle Lowry,TOR,PG,"$33,296,296.00","$33,587,311.00",33.0,17.7,1126.0,58.0,2098.0,433.0,82.0,26.0
303,Clint Capela,HOU,C,"$16,456,522.00","$16,505,770.00",25.0,20.6,543.0,39.0,1279.0,48.0,33.0,72.0
304,Patrick Beverley,LAC,PG,"$12,345,679.00","$10,749,473.00",31.0,12.5,405.0,51.0,1342.0,183.0,54.0,25.0
305,Gary Harris,DEN,SG,"$17,839,286.00","$7,457,102.00",25.0,9.7,581.0,56.0,1780.0,118.0,76.0,14.0
306,Chris Paul,OKC,PG,"$38,506,482.00","$30,822,929.00",34.0,21.7,1232.0,70.0,2208.0,472.0,111.0,11.0
307,Paul George,LAC,SF,"$33,005,556.00","$17,615,989.00",29.0,21.1,1033.0,48.0,1419.0,185.0,68.0,20.0
308,Mason Plumlee,DEN,C,"$14,041,096.00","$5,768,936.00",29.0,18.8,437.0,61.0,1057.0,154.0,33.0,38.0
309,Jae Crowder,MIA,SF,"$7,815,533.00","$15,298,667.00",29.0,16.3,237.0,20.0,553.0,36.0,25.0,10.0
310,Al Horford,PHI,C,"$28,000,000.00","$19,902,386.00",33.0,15.7,798.0,67.0,2025.0,270.0,52.0,61.0
311,Josh Jackson,MEM,SG,"$7,059,480.00","$5,022,405.00",22.0,14.1,198.0,22.0,381.0,35.0,18.0,9.0
312,Gordon Hayward,BOS,SF,"$32,700,690.00","$20,399,891.00",29.0,18.1,909.0,52.0,1740.0,212.0,38.0,22.0
313,Meyers Leonard,MIA,C,"$11,286,515.00","$4,498,807.00",27.0,10.6,309.0,51.0,1034.0,55.0,14.0,15.0
314,Steven Adams,OKC,C,"$25,842,697.00","$10,513,092.00",26.0,20.5,684.0,63.0,1680.0,146.0,51.0,67.0
315,Derrick Favors,NOP,C,"$17,650,000.00","$10,657,938.00",28.0,18.5,459.0,51.0,1243.0,81.0,30.0,46.0
316,Wayne Ellington,NYK,SG,"$7,804,878.00","$6,228,236.00",32.0,8.5,183.0,36.0,558.0,44.0,13.0,4.0
317,Bismack Biyombo,CHO,C,"$17,000,000.00","$5,803,450.00",27.0,16.1,393.0,53.0,1029.0,50.0,10.0,49.0
318,Robert Covington,HOU,C,"$11,301,219.00","$14,726,588.00",29.0,13.1,255.0,22.0,726.0,32.0,35.0,48.0
319,Mike Conley,UTA,PG,"$32,511,623.00","$15,608,889.00",32.0,14.1,675.0,47.0,1363.0,208.0,36.0,5.0
320,Paul Millsap,DEN,PF,"$30,500,000.00","$16,099,527.00",34.0,16.9,591.0,51.0,1240.0,83.0,44.0,30.0
321,Trevor Ariza,POR,SF,"$12,200,000.00","$20,503,101.00",34.0,11.0,231.0,21.0,702.0,41.0,34.0,8.0
322,Draymond Green,GSW,PF,"$18,539,130.00","$10,678,414.00",29.0,12.5,345.0,43.0,1222.0,266.0,59.0,33.0
323,Matthew Dellavedova,CLE,PG,"$9,607,500.00","$2,587,520.00",29.0,8.1,177.0,57.0,821.0,180.0,20.0,2.0
324,Ian Mahinmi,WAS,C,"$15,450,051.00","$12,607,459.00",33.0,14.2,283.0,38.0,808.0,49.0,31.0,44.0
325,Kyrie Irving,BRK,PG,"$31,742,000.00","$26,061,430.00",27.0,26.2,548.0,20.0,658.0,128.0,27.0,10.0
326,Dante Exum,CLE,SG,"$9,600,000.00","$4,557,592.00",24.0,10.3,135.0,24.0,402.0,33.0,12.0,6.0
327,Kent Bazemore,SAC,SG,"$19,269,662.00","$10,951,134.00",30.0,12.6,257.0,25.0,577.0,32.0,29.0,9.0
328,Victor Oladipo,IND,SG,"$21,000,000.00","$9,346,942.00",27.0,11.3,275.0,19.0,528.0,56.0,17.0,4.0
329,Marc Gasol,TOR,C,"$25,595,700.00","$16,307,786.00",35.0,11.8,331.0,44.0,1161.0,147.0,34.0,38.0
330,Marcus Morris,LAC,PF,"$15,000,000.00","$11,197,077.00",30.0,8.9,192.0,19.0,549.0,27.0,13.0,13.0
331,Jusuf Nurkić,POR,C,"$12,000,000.00","$17,852,568.00",25.0,22.6,141.0,8.0,253.0,32.0,11.0,16.0
332,James Johnson,MIN,PF,"$15,349,400.00","$14,187,201.00",32.0,11.1,168.0,14.0,338.0,53.0,19.0,19.0
333,Jeff Teague,ATL,PG,"$19,000,000.00","$13,748,519.00",31.0,15.9,193.0,25.0,519.0,100.0,19.0,6.0
334,Justise Winslow,MIA,SF,"$13,000,000.00","$6,184,869.00",23.0,8.5,124.0,11.0,352.0,44.0,7.0,5.0
335,D'Angelo Russell,MIN,PG,"$27,285,000.00","$11,793,759.00",23.0,19.1,260.0,12.0,392.0,79.0,17.0,4.0
336,Reggie Jackson,LAC,PG,"$17,286,956.00","$11,575,978.00",29.0,13.7,161.0,17.0,362.0,54.0,5.0,4.0
337,Andrew Wiggins,GSW,SG,"$27,504,630.00","$12,052,888.00",24.0,17.5,233.0,12.0,403.0,43.0,16.0,17.0
338,Courtney Lee,DAL,SG,"$12,759,670.00","$10,954,565.00",34.0,10.8,107.0,24.0,345.0,12.0,18.0,6.0
339,Blake Griffin,DET,PF,"$34,234,964.00","$13,243,421.00",30.0,11.9,279.0,18.0,512.0,59.0,7.0,7.0
340,Gorgui Dieng,MEM,C,"$16,229,213.00","$15,489,493.00",30.0,17.8,123.0,17.0,318.0,15.0,14.0,17.0
341,Brandon Knight,DET,PG,"$15,643,750.00","$7,349,934.00",28.0,5.4,104.0,9.0,221.0,38.0,5.0,1.0
342,Otto Porter,CHI,SF,"$27,250,576.00","$10,838,315.00",26.0,15.8,167.0,14.0,331.0,25.0,15.0,6.0
343,Andre Drummond,CLE,C,"$27,093,019.00","$18,212,941.00",26.0,22.1,140.0,8.0,225.0,14.0,12.0,11.0
344,Stephen Curry,GSW,PG,"$40,231,758.00","$28,710,478.00",31.0,21.7,104.0,5.0,139.0,33.0,5.0,2.0
345,Paul Watson,TOR,SF,"$50,752.00","$50,752.00",25.0,-7.1,31.0,8.0,70.0,5.0,3.0,1.0
346,Cameron Payne,PHO,PG,"$196,288.00","$196,288.00",25.0,15.7,87.0,8.0,183.0,24.0,8.0,2.0
347,Johnathan Williams,WAS,C,"$106,181.00","$106,181.00",24.0,14.0,45.0,15.0,180.0,8.0,1.0,8.0
348,Mychal Mulder,GSW,SG,"$187,782.00","$187,782.00",25.0,7.8,77.0,7.0,204.0,8.0,2.0,1.0
349,Donta Hall,BRK,PF,"$101,504.00","$101,504.00",22.0,17.2,33.0,5.0,85.0,2.0,2.0,5.0
350,Jeremy Pargo,GSW,PG,"$91,557.00","$91,557.00",33.0,12.6,25.0,3.0,44.0,8.0,1.0,0.0
351,Juan Toscano-Anderson,GSW,SF,"$350,189.00","$350,189.00",26.0,9.4,69.0,13.0,272.0,26.0,13.0,5.0
352,Zach Norvell,GSW,SG,"$50,752.00","$50,752.00",22.0,3.7,10.0,3.0,36.0,3.0,2.0,0.0
353,Norvel Pelle,PHI,C,"$350,189.00","$350,189.00",26.0,10.5,57.0,24.0,232.0,8.0,3.0,31.0
354,Josh Magette,ORL,PG,"$81,678.00","$81,678.00",30.0,5.1,12.0,8.0,38.0,5.0,3.0,1.0
355,Dusty Hannahs,MEM,SG,"$81,678.00","$81,678.00",26.0,21.3,12.0,2.0,13.0,0.0,0.0,0.0
356,Justin Anderson,BRK,SF,"$196,288.00","$196,288.00",26.0,3.2,28.0,10.0,107.0,8.0,0.0,6.0
357,Jerian Grant,WAS,PG,"$196,288.00","$196,288.00",27.0,6.6,27.0,6.0,80.0,9.0,1.0,1.0
358,Iman Shumpert,BRK,SG,"$419,443.00","$419,443.00",29.0,5.3,54.0,13.0,241.0,12.0,12.0,2.0
359,Gary Clark,ORL,PF,"$708,426.00","$708,426.00",25.0,10.1,86.0,24.0,355.0,5.0,4.0,15.0
360,Eric Mika,SAC,PF,"$50,752.00","$50,752.00",25.0,13.9,6.0,1.0,19.0,0.0,0.0,0.0
361,Admiral Schofield,WAS,SF,"$898,310.00","$898,310.00",22.0,6.1,99.0,33.0,368.0,15.0,8.0,4.0
362,Rayjon Tucker,UTA,SG,"$578,573.00","$578,573.00",22.0,9.7,62.0,20.0,161.0,5.0,1.0,1.0
363,Jalen McDaniels,CHO,PF,"$898,310.00","$898,310.00",22.0,10.7,89.0,16.0,293.0,13.0,8.0,3.0
364,Justin James,SAC,SG,"$898,310.00","$898,310.00",23.0,11.0,89.0,36.0,232.0,18.0,6.0,9.0
365,Terance Mann,LAC,SG,"$1,000,000.00","$1,000,000.00",23.0,10.6,99.0,41.0,362.0,53.0,11.0,5.0
366,Jarrod Uthoff,WAS,SF,"$163,356.00","$163,356.00",26.0,8.8,15.0,3.0,39.0,0.0,0.0,0.0
367,Lance Thomas,BRK,SF,"$262,152.00","$262,152.00",31.0,3.0,24.0,7.0,98.0,6.0,0.0,0.0
368,Sindarius Thornwell,NOP,SG,"$183,115.00","$183,115.00",25.0,14.7,16.0,2.0,35.0,4.0,1.0,1.0
369,Nicolas Claxton,BRK,PF,"$898,310.00","$898,310.00",20.0,14.8,66.0,15.0,187.0,16.0,1.0,8.0
370,Alen Smailagić,GSW,PF,"$898,310.00","$898,310.00",19.0,14.5,59.0,14.0,139.0,13.0,3.0,4.0
371,Chasson Randle,GSW,PG,"$91,557.00","$91,557.00",26.0,6.7,5.0,3.0,40.0,5.0,2.0,0.0
372,Dean Wade,CLE,PF,"$375,000.00","$375,000.00",23.0,13.9,20.0,12.0,71.0,2.0,2.0,4.0
373,Tim Frazier,DET,PG,"$1,882,867.00","$1,882,867.00",29.0,9.8,97.0,27.0,355.0,93.0,14.0,4.0
374,Ryan Broekhoff,DAL,SG,"$1,443,842.00","$1,443,842.00",29.0,13.1,71.0,17.0,180.0,11.0,5.0,4.0
375,Wenyen Gabriel,POR,PF,"$898,310.00","$898,310.00",22.0,9.6,44.0,19.0,174.0,5.0,8.0,5.0
376,Juwan Morgan,UTA,PF,"$746,054.00","$746,054.00",22.0,10.1,36.0,21.0,134.0,6.0,1.0,2.0
377,Dragan Bender,GSW,SF,"$1,678,854.00","$1,678,854.00",22.0,10.9,81.0,9.0,195.0,19.0,4.0,4.0
378,Trey Burke,DAL,PG,"$2,028,594.00","$2,028,594.00",27.0,15.4,96.0,8.0,191.0,30.0,9.0,1.0
379,Treveon Graham,ATL,SG,"$1,678,854.00","$1,678,854.00",26.0,8.0,72.0,22.0,266.0,15.0,7.0,4.0
380,Ante Žižić,CLE,C,"$2,281,800.00","$2,281,800.00",23.0,16.4,96.0,22.0,221.0,6.0,7.0,5.0
381,Chimezie Metu,SAS,PF,"$1,416,852.00","$1,416,852.00",22.0,22.2,58.0,18.0,105.0,10.0,3.0,6.0
382,Jaylen Nowell,MIN,SG,"$1,400,000.00","$1,400,000.00",20.0,10.5,57.0,15.0,151.0,19.0,3.0,1.0
383,Malik Newman,CLE,SG,"$50,752.00","$50,752.00",22.0,-11.4,2.0,1.0,4.0,0.0,0.0,0.0
384,Tyler Cook,DEN,PF,"$101,504.00","$101,504.00",22.0,19.4,4.0,2.0,19.0,0.0,2.0,0.0
385,Miye Oni,UTA,SG,"$898,310.00","$898,310.00",22.0,9.7,35.0,10.0,109.0,4.0,4.0,2.0
386,Thanasis Antetokounmpo,MIL,SF,"$1,445,697.00","$1,445,697.00",27.0,12.2,55.0,20.0,129.0,15.0,7.0,2.0
387,Talen Horton-Tucker,LAL,SG,"$898,310.00","$898,310.00",19.0,12.3,34.0,6.0,81.0,6.0,8.0,1.0
388,Thabo Sefolosha,HOU,PF,"$2,564,753.00","$2,564,753.00",35.0,9.4,92.0,41.0,436.0,25.0,24.0,12.0
389,Markieff Morris,LAL,PF,"$2,241,808.00","$2,241,808.00",30.0,12.7,74.0,14.0,199.0,8.0,5.0,6.0
390,Justin Robinson,WAS,PG,"$395,866.00","$395,866.00",22.0,8.2,13.0,9.0,49.0,7.0,0.0,1.0
391,Willie Cauley-Stein,DAL,C,"$2,177,483.00","$2,177,483.00",26.0,22.2,67.0,13.0,157.0,10.0,4.0,11.0
392,T.J. Leaf,IND,PF,"$2,813,280.00","$2,813,280.00",22.0,12.9,84.0,28.0,222.0,9.0,10.0,4.0
393,Caleb Swanigan,POR,PF,"$2,033,160.00","$2,033,160.00",22.0,-0.1,60.0,20.0,265.0,29.0,2.0,5.0
394,Jordan McRae,DET,SG,"$1,645,357.00","$1,645,357.00",28.0,14.2,47.0,4.0,98.0,7.0,0.0,0.0
395,Melvin Frazier,ORL,SG,"$1,416,852.00","$1,416,852.00",23.0,9.8,40.0,19.0,126.0,3.0,9.0,2.0
396,Jared Dudley,LAL,SF,"$2,564,753.00","$2,564,753.00",34.0,7.8,68.0,45.0,364.0,28.0,15.0,3.0
397,Keita Bates-Diop,DEN,SF,"$1,416,852.00","$1,416,852.00",24.0,12.5,37.0,7.0,98.0,0.0,2.0,4.0
398,Anthony Tolliver,MEM,PF,"$2,419,852.00","$2,419,852.00",34.0,8.0,62.0,13.0,236.0,10.0,7.0,1.0
399,Alize Johnson,IND,SF,"$1,416,852.00","$1,416,852.00",23.0,13.3,34.0,17.0,118.0,7.0,3.0,2.0
400,Romeo Langford,BOS,SG,"$3,458,400.00","$3,458,400.00",20.0,5.4,79.0,32.0,370.0,13.0,8.0,8.0
401,Malcolm Miller,TOR,SF,"$1,588,231.00","$1,588,231.00",26.0,6.7,35.0,28.0,162.0,11.0,5.0,2.0
402,Alex Len,SAC,C,"$4,160,000.00","$4,160,000.00",26.0,18.2,89.0,15.0,225.0,8.0,3.0,15.0
