,Player,tm,pos,yr2019_20,avg_cost_per_pt,Age,PER,pts,g,mp,ast,stl,blk
917,Stanley Johnson,TOR,PF,3623000.0,60383.33,23,9.9,60.0,25.0,150.0,20.0,6.0,4.0
918,Vincent Poirier,BOS,C,2505793.0,61116.9,26,12.7,41.0,22.0,130.0,8.0,2.0,9.0
919,Dewan Hernandez,TOR,C,898310.0,64165.0,23,12.9,14.0,6.0,28.0,3.0,1.0,0.0
920,Kevon Looney,GSW,C,4464286.0,65651.26,23,9.4,68.0,20.0,262.0,20.0,12.0,6.0
921,Bruno Caboclo,HOU,C,1845301.0,65903.61,24,14.1,28.0,8.0,52.0,2.0,5.0,5.0
922,Dante Exum,CLE,SG,9600000.0,71111.11,24,10.3,135.0,24.0,402.0,33.0,12.0,6.0
923,Kent Bazemore,SAC,SG,19269662.0,74979.23,30,12.6,257.0,25.0,577.0,32.0,29.0,9.0
924,Tyson Chandler,HOU,C,2564753.0,75433.91,37,10.8,34.0,26.0,219.0,6.0,6.0,8.0
925,Victor Oladipo,IND,SG,21000000.0,76363.64,27,11.3,275.0,19.0,528.0,56.0,17.0,4.0
926,Marc Gasol,TOR,C,25595700.0,77328.4,35,11.8,331.0,44.0,1161.0,147.0,34.0,38.0
927,Troy Daniels,DEN,SG,2028594.0,78022.85,28,9.0,26.0,6.0,76.0,3.0,3.0,0.0
928,Marcus Morris,LAC,PF,15000000.0,78125.0,30,8.9,192.0,19.0,549.0,27.0,13.0,13.0
929,Joe Chealey,CHO,PG,163356.0,81678.0,24,-2.9,2.0,4.0,33.0,1.0,4.0,0.0
930,Max Strus,CHI,SG,415414.0,83082.8,23,30.7,5.0,2.0,6.0,0.0,0.0,0.0
931,Jusuf Nurkić,POR,C,12000000.0,85106.38,25,22.6,141.0,8.0,253.0,32.0,11.0,16.0
932,J.R. Smith,LAL,SG,1456667.0,85686.29,34,0.0,17.0,6.0,79.0,3.0,1.0,0.0
933,Vlatko Čančar,DEN,SF,1517981.0,89293.0,22,11.4,17.0,14.0,45.0,3.0,1.0,1.0
934,Jalen Lecque,PHO,PG,898310.0,89831.0,19,2.7,10.0,5.0,32.0,2.0,0.0,0.0
935,James Johnson,MIN,PF,15349400.0,91365.48,32,11.1,168.0,14.0,338.0,53.0,19.0,19.0
936,Ed Davis,UTA,C,4767000.0,93470.59,30,9.5,51.0,28.0,303.0,12.0,11.0,9.0
937,Cristiano Felício,CHI,PF,8156500.0,94843.02,27,12.8,86.0,22.0,386.0,16.0,10.0,2.0
938,Amile Jefferson,ORL,PF,1445697.0,96379.8,26,8.9,15.0,18.0,74.0,4.0,1.0,3.0
939,Jeff Teague,ATL,PG,19000000.0,98445.6,31,15.9,193.0,25.0,519.0,100.0,19.0,6.0
940,Justise Winslow,MIA,SF,13000000.0,104838.71,23,8.5,124.0,11.0,352.0,44.0,7.0,5.0
941,D'Angelo Russell,MIN,PG,27285000.0,104942.31,23,19.1,260.0,12.0,392.0,79.0,17.0,4.0
942,Nigel Williams-Goss,UTA,PG,1500000.0,107142.86,25,8.1,14.0,10.0,50.0,6.0,3.0,1.0
943,Reggie Jackson,LAC,PG,17286956.0,107372.4,29,13.7,161.0,17.0,362.0,54.0,5.0,4.0
944,Andrew Wiggins,GSW,SG,27504630.0,118045.62,24,17.5,233.0,12.0,403.0,43.0,16.0,17.0
945,Al-Farouq Aminu,ORL,PF,9258000.0,118692.31,29,7.6,78.0,18.0,380.0,21.0,18.0,8.0
946,Courtney Lee,DAL,SG,12759670.0,119249.25,34,10.8,107.0,24.0,345.0,12.0,18.0,6.0
947,Blake Griffin,DET,PF,34234964.0,122705.96,30,11.9,279.0,18.0,512.0,59.0,7.0,7.0
948,Tyler Zeller,SAS,C,245686.0,122843.0,30,22.4,2.0,2.0,4.0,0.0,0.0,0.0
949,DeMarre Carroll,HOU,PF,6842307.0,126709.39,33,4.9,54.0,9.0,155.0,14.0,6.0,3.0
950,Jabari Parker,SAC,PF,6500000.0,127450.98,24,26.5,51.0,6.0,80.0,10.0,3.0,1.0
951,John Henson,DET,PF,9732396.0,128057.84,29,17.0,76.0,11.0,188.0,11.0,8.0,10.0
952,KZ Okpala,MIA,SF,898310.0,128330.0,20,13.7,7.0,5.0,26.0,1.0,2.0,1.0
953,Gorgui Dieng,MEM,C,16229213.0,131944.82,30,17.8,123.0,17.0,318.0,15.0,14.0,17.0
954,C.J. Miles,WAS,SG,8730158.0,136408.72,32,11.1,64.0,10.0,161.0,12.0,10.0,4.0
955,Maurice Harkless,NYK,SF,11511234.0,140380.9,26,9.7,82.0,12.0,286.0,20.0,9.0,3.0
956,Dion Waiters,LAL,SG,12100000.0,145783.13,28,11.5,83.0,7.0,165.0,17.0,4.0,4.0
957,Brandon Knight,DET,PG,15643750.0,150420.67,28,5.4,104.0,9.0,221.0,38.0,5.0,1.0
958,Noah Vonleh,DEN,PF,2000000.0,153846.15,24,15.3,13.0,7.0,30.0,2.0,0.0,0.0
959,Jordan Bell,MEM,PF,1620564.0,162056.4,25,14.1,10.0,2.0,21.0,2.0,1.0,0.0
960,Otto Porter,CHI,SF,27250576.0,163177.1,26,15.8,167.0,14.0,331.0,25.0,15.0,6.0
961,Dewayne Dedmon,ATL,C,13333334.0,164609.06,30,11.4,81.0,10.0,233.0,7.0,10.0,15.0
962,Luka Šamanić,SAS,PF,2689920.0,168120.0,20,8.8,16.0,3.0,48.0,6.0,0.0,2.0
963,Andre Iguodala,MIA,SG,17185185.0,179012.34,36,10.5,96.0,21.0,418.0,51.0,14.0,21.0
964,Justin Patton,OKC,C,1620564.0,180062.67,22,4.7,9.0,5.0,24.0,2.0,0.0,0.0
965,Andre Drummond,CLE,C,27093019.0,193521.56,26,22.1,140.0,8.0,225.0,14.0,12.0,11.0
966,Tyler Johnson,BRK,SG,19245370.0,200472.6,27,15.6,96.0,8.0,194.0,24.0,4.0,1.0
967,Udonis Haslem,MIA,PF,2564753.0,213729.42,39,6.5,12.0,4.0,44.0,1.0,0.0,0.0
968,Marvin Williams,MIL,PF,15006250.0,220680.15,33,11.2,68.0,17.0,321.0,19.0,10.0,8.0
969,Solomon Hill,MIA,SF,13258781.0,270587.37,28,9.8,49.0,11.0,187.0,10.0,12.0,5.0
970,Jonah Bolden,PHO,PF,1698450.0,283075.0,24,4.9,6.0,3.0,33.0,0.0,2.0,2.0
971,Evan Turner,ATL,PG,18606557.0,300105.76,31,6.8,62.0,19.0,251.0,38.0,9.0,8.0
972,Nicolas Batum,CHO,SF,25565217.0,323610.34,31,9.2,79.0,22.0,505.0,66.0,17.0,8.0
973,Zhaire Smith,PHI,SG,3058800.0,382350.0,20,1.1,8.0,7.0,32.0,2.0,3.0,0.0
974,Stephen Curry,GSW,PG,40231758.0,386843.83,31,21.7,104.0,5.0,139.0,33.0,5.0,2.0
975,Joakim Noah,LAC,C,6431666.0,459404.71,34,11.1,14.0,5.0,50.0,7.0,1.0,1.0
976,Derrick Walton,DET,PG,1445697.0,481899.0,24,11.3,3.0,3.0,26.0,5.0,3.0,0.0
977,Andre Roberson,OKC,SG,10740741.0,537037.05,28,5.4,20.0,7.0,87.0,4.0,1.0,3.0
978,Allen Crabbe,MIN,SG,17818456.0,614429.52,27,6.0,29.0,9.0,131.0,5.0,0.0,0.0
979,Jarred Vanderbilt,MIN,PF,1416852.0,708426.0,20,11.1,2.0,2.0,5.0,0.0,0.0,0.0
980,Ryan Anderson,HOU,C,5214583.0,1042916.6,31,9.4,5.0,2.0,14.0,2.0,1.0,0.0
981,Michael Kidd-Gilchrist,DAL,SF,13000000.0,1083333.33,26,1.7,12.0,13.0,121.0,4.0,2.0,3.0
982,Chandler Parsons,ATL,SF,25102511.0,1793036.5,31,5.6,14.0,5.0,54.0,3.0,4.0,1.0
983,Jacob Evans,MIN,SG,1925880.0,inf,22,5.5,0.0,2.0,4.0,0.0,0.0,0.0
984,Stanton Kidd,UTA,SF,250000.0,inf,27,-13.7,0.0,4.0,15.0,1.0,0.0,0.0
985,J.P. Macura,CLE,SG,81678.0,inf,24,0.0,0.0,1.0,1.0,0.0,0.0,0.0
986,Isaiah Roby,OKC,SF,1500000.0,inf,21,-7.7,0.0,3.0,11.0,0.0,0.0,0.0
987,Marques Bolden,CLE,C,50752.0,inf,21,19.8,0.0,1.0,3.0,0.0,1.0,0.0
988,William Howard,HOU,PF,50000.0,inf,26,-12.7,0.0,2.0,13.0,1.0,0.0,0.0
1052,Luguentz Dort,OKC,SG,155647.0,637.9,20,7.6,244.0,36.0,820.0,27.0,31.0,4.0
1053,Ky Bowman,GSW,PG,350189.0,1045.34,22,9.1,335.0,45.0,1015.0,131.0,44.0,10.0
1054,Eric Paschall,GSW,PF,898310.0,1073.25,23,14.5,837.0,60.0,1654.0,127.0,32.0,13.0
1055,PJ Dozier,DEN,PG,183115.0,1089.97,23,11.6,168.0,29.0,412.0,63.0,14.0,6.0
1056,Devonte' Graham,CHO,PG,1416852.0,1237.43,24,15.8,1145.0,63.0,2211.0,471.0,62.0,15.0
1057,Damion Lee,GSW,SG,842327.0,1356.4,27,12.7,621.0,49.0,1423.0,133.0,50.0,6.0
1058,Dillon Brooks,MEM,SG,1618520.0,1370.47,24,11.3,1181.0,73.0,2112.0,150.0,63.0,27.0
1059,Kendrick Nunn,MIA,SG,1416852.0,1383.64,24,12.9,1024.0,67.0,1962.0,220.0,56.0,15.0
1060,Marquese Chriss,GSW,PF,758804.0,1384.68,22,19.5,548.0,59.0,1196.0,114.0,39.0,62.0
1061,Duncan Robinson,MIA,SF,1416852.0,1441.36,25,13.1,983.0,73.0,2166.0,102.0,35.0,19.0
1062,Paul Watson,TOR,SF,50752.0,1637.16,25,-7.1,31.0,8.0,70.0,5.0,3.0,1.0
1063,Terence Davis,TOR,SG,898310.0,1654.35,22,13.8,543.0,72.0,1209.0,115.0,39.0,14.0
1064,Pascal Siakam,TOR,PF,2351839.0,1715.42,25,17.9,1371.0,60.0,2110.0,207.0,61.0,53.0
1065,Timothé Luwawu-Cabarrot,BRK,SG,654468.0,1793.06,24,11.0,365.0,47.0,853.0,29.0,18.0,7.0
1066,Christian Wood,DET,PF,1645357.0,2031.3,24,23.2,810.0,62.0,1325.0,60.0,34.0,54.0
1067,Donovan Mitchell,UTA,SG,3635760.0,2196.83,23,18.8,1655.0,69.0,2364.0,294.0,70.0,14.0
1068,Cameron Payne,PHO,PG,196288.0,2256.18,25,15.7,87.0,8.0,183.0,24.0,8.0,2.0
1069,Furkan Korkmaz,PHI,SG,1620564.0,2301.94,22,12.0,704.0,72.0,1559.0,79.0,41.0,16.0
1070,Johnathan Williams,WAS,C,106181.0,2359.58,24,14.0,45.0,15.0,180.0,8.0,1.0,8.0
1071,Monte Morris,DEN,PG,1588231.0,2406.41,24,14.9,660.0,73.0,1636.0,255.0,55.0,17.0
1072,Carmelo Anthony,POR,PF,2159029.0,2412.32,35,12.4,895.0,58.0,1902.0,85.0,49.0,27.0
1073,Mychal Mulder,GSW,SG,187782.0,2438.73,25,7.8,77.0,7.0,204.0,8.0,2.0,1.0
1074,Kyle Kuzma,LAL,PF,1974600.0,2525.06,24,12.2,782.0,61.0,1526.0,80.0,28.0,26.0
1075,Brandon Goodwin,ATL,PG,522738.0,2537.56,24,11.6,206.0,34.0,430.0,51.0,12.0,4.0
1076,Derrick White,SAS,SG,1948080.0,2546.51,25,16.4,765.0,68.0,1677.0,241.0,44.0,59.0
1077,Mitchell Robinson,NYK,C,1559712.0,2643.58,21,23.5,590.0,61.0,1412.0,36.0,52.0,119.0
1078,Bruce Brown,DET,SG,1416852.0,2740.53,23,11.9,517.0,58.0,1634.0,230.0,63.0,29.0
1079,Sviatoslav Mykhailiuk,DET,SF,1416852.0,2811.21,22,11.2,504.0,56.0,1265.0,106.0,41.0,4.0
1080,Ben McLemore,HOU,SG,2028594.0,2837.19,26,11.8,715.0,71.0,1619.0,58.0,45.0,16.0
1081,Josh Hart,NOP,SF,1934160.0,2948.41,24,11.9,656.0,65.0,1755.0,108.0,63.0,23.0
1082,Brad Wanamaker,BOS,PG,1445697.0,2968.58,30,12.8,487.0,71.0,1369.0,179.0,61.0,14.0
1083,Shai Gilgeous-Alexander,OKC,SG,3952920.0,2969.89,21,17.7,1331.0,70.0,2428.0,232.0,79.0,47.0
1084,Bam Adebayo,MIA,PF,3454080.0,3014.03,22,20.3,1146.0,72.0,2417.0,368.0,82.0,93.0
1085,John Collins,ATL,PF,2686560.0,3035.66,22,23.5,885.0,41.0,1363.0,60.0,31.0,66.0
1086,Jalen Brunson,DAL,PG,1416582.0,3039.88,23,14.9,466.0,57.0,1022.0,188.0,22.0,4.0
1087,Jarrett Allen,BRK,C,2376840.0,3066.89,21,20.7,775.0,70.0,1852.0,110.0,40.0,92.0
1088,Donta Hall,BRK,PF,101504.0,3075.88,22,17.2,33.0,5.0,85.0,2.0,2.0,5.0
1089,Domantas Sabonis,IND,C,3529555.0,3077.21,23,20.7,1147.0,62.0,2159.0,310.0,47.0,30.0
1090,Anžejs Pasečņiks,WAS,C,482144.0,3090.67,24,11.3,156.0,27.0,437.0,18.0,9.0,12.0
1091,OG Anunoby,TOR,SF,2281800.0,3112.96,22,13.2,733.0,69.0,2066.0,108.0,96.0,45.0
1092,De'Anthony Melton,MEM,PG,1416852.0,3113.96,21,13.5,455.0,60.0,1167.0,175.0,77.0,20.0
1093,Caris LeVert,BRK,SG,2625718.0,3118.43,25,16.1,842.0,45.0,1330.0,199.0,53.0,10.0
1094,Dejounte Murray,SAS,PG,2321735.0,3224.63,23,16.2,720.0,66.0,1687.0,271.0,111.0,17.0
1095,Naz Reid,MIN,C,898310.0,3339.44,20,15.3,269.0,30.0,495.0,35.0,19.0,22.0
1096,Chris Silva,MIA,PF,466918.0,3510.66,23,17.3,133.0,44.0,346.0,23.0,9.0,21.0
1097,Buddy Hield,SAC,SG,4861208.0,3517.52,27,16.0,1382.0,72.0,2216.0,213.0,66.0,17.0
1098,Trae Young,ATL,PG,6273000.0,3528.12,21,23.9,1778.0,60.0,2120.0,560.0,65.0,8.0
1099,Chris Clemons,HOU,SG,568422.0,3530.57,22,13.1,161.0,33.0,291.0,27.0,9.0,6.0
1100,Collin Sexton,CLE,SG,4764960.0,3532.22,21,16.3,1349.0,65.0,2143.0,192.0,65.0,7.0
1101,Brandon Clarke,MEM,PF,2478840.0,3541.2,23,20.9,700.0,58.0,1300.0,81.0,32.0,48.0
1102,Aaron Holiday,IND,PG,2239200.0,3571.29,23,11.6,627.0,66.0,1617.0,225.0,55.0,16.0
1103,Royce O'Neale,UTA,PF,1618520.0,3596.71,26,9.5,450.0,71.0,2049.0,180.0,59.0,32.0
1104,Austin Rivers,HOU,SG,2174318.0,3648.18,27,10.4,596.0,68.0,1594.0,113.0,49.0,10.0
1105,Jeremy Pargo,GSW,PG,91557.0,3662.28,33,12.6,25.0,3.0,44.0,8.0,1.0,0.0
1106,Anfernee Simons,POR,SG,2149560.0,3712.54,20,9.0,579.0,70.0,1449.0,97.0,26.0,10.0
1107,Shake Milton,PHI,SG,1445697.0,3834.74,23,14.4,377.0,40.0,805.0,104.0,20.0,7.0
1108,Kevin Huerter,ATL,SG,2636280.0,3854.21,21,11.5,684.0,56.0,1760.0,213.0,51.0,27.0
1109,Chris Boucher,TOR,PF,1588231.0,3864.31,27,20.7,411.0,62.0,819.0,26.0,22.0,61.0
1110,Jordan Poole,GSW,SG,1964760.0,3906.08,20,7.2,503.0,57.0,1274.0,134.0,35.0,10.0
1111,Cedi Osman,CLE,SF,2907143.0,4048.95,24,10.7,718.0,65.0,1910.0,154.0,54.0,16.0
1112,Landry Shamet,LAC,SG,1995120.0,4055.12,22,8.5,492.0,53.0,1452.0,99.0,20.0,10.0
1113,Bryn Forbes,SAS,SG,2875000.0,4066.48,26,11.1,707.0,63.0,1579.0,108.0,33.0,0.0
1114,Jamal Murray,DEN,PG,4444746.0,4074.01,22,17.7,1091.0,59.0,1904.0,284.0,67.0,17.0
1115,Daniel Gafford,CHI,C,898310.0,4083.23,21,16.2,220.0,43.0,609.0,21.0,13.0,56.0
1116,Georges Niang,UTA,PF,1678854.0,4282.79,26,11.7,392.0,66.0,923.0,44.0,18.0,5.0
1117,Isaac Bonga,WAS,SF,1416852.0,4293.49,20,10.2,330.0,66.0,1250.0,76.0,45.0,22.0
1118,Shaquille Harrison,CHI,SF,898310.0,4298.13,26,17.8,209.0,43.0,484.0,49.0,34.0,19.0
1119,Frank Jackson,NOP,PG,1618520.0,4362.59,21,9.1,371.0,59.0,797.0,61.0,17.0,4.0
1120,Luka Dončić,DAL,PG,7683360.0,4368.03,20,27.6,1759.0,61.0,2047.0,538.0,62.0,14.0
1121,Emmanuel Mudiay,UTA,PG,1737145.0,4397.84,23,13.0,395.0,54.0,850.0,116.0,24.0,10.0
1122,Matt Thomas,TOR,SG,898310.0,4447.08,25,13.3,202.0,41.0,440.0,22.0,10.0,1.0
1123,Miles Bridges,CHO,SF,3755400.0,4454.8,21,12.1,843.0,65.0,1995.0,114.0,40.0,48.0
1124,Hamidou Diallo,OKC,SF,1416852.0,4455.51,21,9.3,318.0,46.0,896.0,36.0,37.0,9.0
1125,Nerlens Noel,OKC,C,2028594.0,4518.03,25,20.4,449.0,61.0,1127.0,57.0,59.0,91.0
1126,Abdel Nader,OKC,SF,1618520.0,4691.36,26,11.3,345.0,55.0,867.0,38.0,23.0,20.0
1127,Josh Okogie,MIN,SG,2530680.0,4747.99,21,11.5,533.0,62.0,1547.0,99.0,68.0,26.0
1128,Isaiah Thomas,WAS,PG,2320044.0,4754.19,30,11.6,488.0,40.0,925.0,146.0,13.0,6.0
1129,Donte DiVincenzo,MIL,SG,2905800.0,4763.61,23,14.1,610.0,66.0,1520.0,154.0,85.0,20.0
1130,Pat Connaughton,MIL,SG,1723050.0,4786.25,27,11.5,360.0,67.0,1243.0,107.0,25.0,31.0
1131,Tyler Herro,MIA,SG,3640200.0,4899.33,20,12.5,743.0,55.0,1508.0,121.0,34.0,9.0
1132,Brandon Ingram,NOP,PF,7265485.0,4919.08,22,18.8,1477.0,62.0,2104.0,259.0,61.0,38.0
1133,Cody Martin,CHO,SF,1173310.0,4929.87,24,10.5,238.0,48.0,903.0,95.0,39.0,9.0
1134,Jevon Carter,PHO,PG,1416852.0,4936.77,24,11.3,287.0,58.0,945.0,84.0,47.0,17.0
1135,Dario Šarić,PHO,PF,3481986.0,4946.0,25,14.2,704.0,66.0,1632.0,123.0,37.0,16.0
1136,Damyean Dotson,NYK,SG,1618520.0,5042.12,25,10.9,321.0,48.0,836.0,57.0,23.0,4.0
1137,Jayson Tatum,BOS,PF,7830000.0,5061.41,21,20.4,1547.0,66.0,2265.0,200.0,93.0,57.0
1138,Juan Toscano-Anderson,GSW,SF,350189.0,5075.2,26,9.4,69.0,13.0,272.0,26.0,13.0,5.0
1139,Zach Norvell,GSW,SG,50752.0,5075.2,22,3.7,10.0,3.0,36.0,3.0,2.0,0.0
1140,Montrezl Harrell,LAC,C,6000000.0,5115.09,26,23.2,1173.0,63.0,1749.0,107.0,39.0,72.0
1141,Omari Spellman,GSW,PF,1897800.0,5129.19,22,14.4,370.0,49.0,886.0,47.0,33.0,24.0
1142,Wesley Matthews,MIL,SG,2564753.0,5191.81,33,8.1,494.0,67.0,1635.0,92.0,38.0,9.0
1143,Moritz Wagner,WAS,C,2063520.0,5250.69,22,15.1,393.0,45.0,835.0,56.0,28.0,19.0
1144,Danuel House,HOU,SF,3540000.0,5347.43,26,11.3,662.0,63.0,1913.0,85.0,67.0,34.0
1145,Wesley Iwundu,ORL,SF,1618520.0,5395.07,25,10.3,300.0,52.0,953.0,60.0,25.0,13.0
1146,P.J. Washington,CHO,PF,3831840.0,5396.96,21,12.4,710.0,58.0,1759.0,123.0,51.0,44.0
1147,Javonte Green,BOS,SF,898310.0,5511.1,26,13.1,163.0,48.0,468.0,26.0,24.0,8.0
1148,Jaylen Brown,BOS,SF,6534829.0,5638.33,23,16.9,1159.0,57.0,1934.0,118.0,65.0,20.0
1149,Bruno Fernando,ATL,C,1400000.0,5833.33,21,11.9,240.0,56.0,713.0,49.0,18.0,17.0
1150,Dwight Howard,LAL,C,3039097.0,5878.33,34,18.7,517.0,69.0,1306.0,45.0,31.0,79.0
1151,Dorian Finney-Smith,DAL,PF,4000000.0,5899.71,26,12.3,678.0,71.0,2120.0,114.0,45.0,39.0
1152,De'Aaron Fox,SAC,PG,6392760.0,5935.71,22,20.6,1077.0,51.0,1634.0,348.0,74.0,25.0
1153,Rondae Hollis-Jefferson,TOR,SF,2500000.0,5980.86,25,15.1,418.0,60.0,1122.0,106.0,46.0,23.0
1154,Sterling Brown,MIL,SF,1618520.0,6084.66,24,9.5,266.0,52.0,767.0,51.0,29.0,7.0
1155,Norvel Pelle,PHI,C,350189.0,6143.67,26,10.5,57.0,24.0,232.0,8.0,3.0,31.0
1156,Coby White,CHI,SG,5307120.0,6178.25,19,11.9,859.0,65.0,1674.0,175.0,49.0,6.0
1157,Mikal Bridges,PHO,SF,4161000.0,6238.38,23,12.9,667.0,73.0,2042.0,129.0,102.0,46.0
1158,Michael Carter-Williams,ORL,SG,2028594.0,6280.48,28,15.3,323.0,45.0,833.0,109.0,49.0,22.0
1159,Raul Neto,PHI,PG,1737145.0,6316.89,27,12.7,275.0,54.0,668.0,95.0,24.0,6.0
1160,Elie Okobo,PHO,PG,1416852.0,6469.64,22,10.6,219.0,55.0,719.0,115.0,24.0,4.0
1161,Torrey Craig,DEN,SF,2100000.0,6666.67,29,10.8,315.0,58.0,1072.0,47.0,23.0,36.0
1162,Darius Bazley,OKC,PF,2284800.0,6680.7,19,9.6,342.0,61.0,1130.0,41.0,23.0,41.0
1163,Lou Williams,LAC,SG,8000000.0,6751.05,33,17.3,1185.0,65.0,1864.0,365.0,43.0,12.0
1164,Mario Hezonja,POR,PF,1737145.0,6785.72,24,9.5,256.0,53.0,871.0,50.0,36.0,9.0
1165,Josh Magette,ORL,PG,81678.0,6806.5,30,5.1,12.0,8.0,38.0,5.0,3.0,1.0
1166,Dusty Hannahs,MEM,SG,81678.0,6806.5,26,21.3,12.0,2.0,13.0,0.0,0.0,0.0
1167,Semi Ojeleye,BOS,PF,1618520.0,6858.14,25,7.7,236.0,69.0,1011.0,37.0,21.0,5.0
1168,Tony Bradley,UTA,C,1962360.0,6885.47,22,21.7,285.0,58.0,663.0,23.0,14.0,33.0
1169,Rui Hachimura,WAS,PF,4469160.0,6886.22,21,13.5,649.0,48.0,1444.0,87.0,37.0,8.0
1170,Cam Reddish,ATL,SF,4245720.0,6960.2,20,9.0,610.0,58.0,1551.0,87.0,62.0,28.0
1171,Jahlil Okafor,NOP,C,1702486.0,7006.12,24,18.3,243.0,30.0,467.0,37.0,7.0,22.0
1172,Justin Anderson,BRK,SF,196288.0,7010.29,26,3.2,28.0,10.0,107.0,8.0,0.0,6.0
1173,Lonnie Walker,SAS,SG,2760480.0,7096.35,21,10.5,389.0,61.0,988.0,68.0,32.0,14.0
1174,Malik Monk,CHO,SG,4028400.0,7142.55,21,12.6,564.0,55.0,1169.0,114.0,25.0,16.0
1175,Lauri Markkanen,CHI,PF,5300400.0,7191.86,22,14.3,737.0,50.0,1492.0,74.0,42.0,23.0
1176,Dwayne Bacon,CHO,SG,1618520.0,7225.54,24,6.1,224.0,39.0,687.0,52.0,23.0,2.0
1177,Jerian Grant,WAS,PG,196288.0,7269.93,27,6.6,27.0,6.0,80.0,9.0,1.0,1.0
1178,Ja Morant,MEM,PG,8730240.0,7317.89,20,17.4,1193.0,67.0,2074.0,488.0,58.0,18.0
1179,Grayson Allen,MEM,SG,2429400.0,7361.82,24,12.0,330.0,38.0,718.0,52.0,10.0,2.0
1180,Garrett Temple,BRK,SG,4767000.0,7436.82,33,10.5,641.0,62.0,1730.0,156.0,49.0,29.0
1181,Alfonzo McKinnie,CLE,SF,1361046.0,7478.27,27,8.7,182.0,40.0,593.0,14.0,23.0,8.0
1182,Rajon Rondo,LAL,PG,2564753.0,7499.28,33,12.4,342.0,48.0,984.0,240.0,40.0,2.0
1183,Damian Jones,ATL,C,2305057.0,7532.87,24,15.6,306.0,55.0,887.0,35.0,26.0,40.0
1184,T.J. McConnell,IND,PG,3500000.0,7543.1,27,16.5,464.0,71.0,1326.0,355.0,56.0,11.0
1185,Cheick Diallo,PHO,C,1678854.0,7666.0,23,16.5,219.0,47.0,479.0,22.0,11.0,12.0
1186,Joe Harris,BRK,SF,7670000.0,7685.37,28,13.3,998.0,69.0,2123.0,144.0,41.0,17.0
1187,Iman Shumpert,BRK,SG,419443.0,7767.46,29,5.3,54.0,13.0,241.0,12.0,12.0,2.0
1188,Alex Caruso,LAL,PG,2750000.0,7879.66,25,10.8,349.0,64.0,1175.0,124.0,70.0,18.0
1189,Rodions Kurucs,BRK,PF,1699236.0,7903.42,21,8.9,215.0,47.0,684.0,51.0,25.0,5.0
1190,Justin Holiday,IND,SG,4767000.0,7905.47,30,12.1,603.0,73.0,1826.0,93.0,87.0,46.0
1191,Ish Smith,WAS,PG,5853659.0,7910.35,31,13.9,740.0,68.0,1787.0,334.0,59.0,30.0
1192,Patrick Patterson,LAC,PF,2331593.0,7984.91,30,11.5,292.0,59.0,776.0,41.0,7.0,3.0
1193,Cameron Johnson,PHO,PF,4033440.0,8002.86,23,12.9,504.0,57.0,1255.0,69.0,36.0,20.0
1194,Spencer Dinwiddie,BRK,SG,10600000.0,8042.49,26,17.8,1318.0,64.0,1994.0,432.0,40.0,21.0
1195,Caleb Martin,CHO,SF,898310.0,8092.88,24,12.0,111.0,18.0,317.0,23.0,12.0,7.0
1196,Derrick Rose,DET,PG,7317073.0,8094.11,31,21.0,904.0,50.0,1298.0,278.0,40.0,16.0
1197,Shabazz Napier,WAS,PG,1882867.0,8150.94,28,13.8,231.0,20.0,488.0,75.0,29.0,4.0
1198,T.J. Warren,IND,SF,10810000.0,8152.34,26,18.4,1326.0,67.0,2202.0,99.0,78.0,34.0
1199,Harry Giles,SAC,PF,2578800.0,8160.76,21,16.4,316.0,46.0,667.0,60.0,22.0,18.0
1200,Nemanja Bjelica,SAC,PF,6825000.0,8213.0,31,15.7,831.0,72.0,2011.0,203.0,62.0,40.0
1201,Gary Clark,ORL,PF,708426.0,8237.51,25,10.1,86.0,24.0,355.0,5.0,4.0,15.0
1202,Daniel Theis,BOS,C,5000000.0,8319.47,27,17.9,601.0,65.0,1566.0,111.0,37.0,84.0
1203,Dāvis Bertāns,WAS,PF,7000000.0,8393.29,27,15.5,834.0,54.0,1583.0,92.0,37.0,33.0
1204,Eric Mika,SAC,PF,50752.0,8458.67,25,13.9,6.0,1.0,19.0,0.0,0.0,0.0
1205,Matisse Thybulle,PHI,SG,2582160.0,8466.1,22,10.0,305.0,65.0,1287.0,79.0,94.0,47.0
1206,Vince Carter,ATL,SF,2564753.0,8606.55,43,7.5,298.0,60.0,876.0,48.0,23.0,25.0
1207,Luke Kennard,DET,SG,3827160.0,8658.73,23,14.4,442.0,28.0,922.0,115.0,12.0,6.0
1208,Ben Simmons,PHI,PG,8113930.0,8659.48,23,20.4,937.0,57.0,2017.0,455.0,119.0,33.0
1209,Darius Garland,CLE,PG,6400920.0,8792.47,20,8.5,728.0,59.0,1824.0,229.0,42.0,4.0
1210,Willy Hernangómez,CHO,C,1676735.0,8824.92,25,19.2,190.0,31.0,375.0,29.0,10.0,7.0
1211,Richaun Holmes,SAC,C,4767000.0,8844.16,26,19.7,539.0,44.0,1242.0,42.0,41.0,56.0
1212,Kyle Korver,MIL,SF,3440000.0,8911.92,38,11.3,386.0,58.0,960.0,68.0,26.0,12.0
1213,JaVale McGee,LAL,C,4000000.0,8968.61,32,19.4,446.0,68.0,1130.0,37.0,36.0,94.0
