,Player,tm,pos,yr2019_20,predicted_salary,Age,PER,pts,g,mp,ast,stl,blk
59,Zach LaVine,CHI,SG,"$19,500,000.00","$18,417,045.99",24.0,19.4,1530.0,60.0,2085.0,254.0,88.0,28.0
431,Robert Williams,BOS,C,"$1,937,520.00","$5,045,913.88",22.0,23.1,150.0,29.0,388.0,27.0,22.0,35.0
198,Thomas Bryant,WAS,C,"$7,936,508.00","$7,730,852.88",22.0,21.1,609.0,46.0,1147.0,83.0,25.0,49.0
420,Edmond Sumner,IND,PG,"$2,000,000.00","$3,809,679.36",24.0,10.1,152.0,31.0,447.0,55.0,15.0,9.0
524,Isaiah Hartenstein,HOU,C,"$1,416,852.00","$3,341,505.05",21.0,18.6,107.0,23.0,266.0,18.0,9.0,12.0
85,Bojan Bogdanović,UTA,SF,"$17,000,000.00","$18,076,385.50",30.0,15.6,1275.0,63.0,2083.0,131.0,34.0,7.0
260,Robin Lopez,MIL,C,"$4,767,000.00","$5,412,414.90",31.0,10.2,357.0,66.0,958.0,45.0,10.0,45.0
164,Josh Richardson,PHI,SG,"$10,100,000.00","$11,083,597.32",26.0,12.0,755.0,55.0,1693.0,162.0,52.0,36.0
325,Quinn Cook,LAL,PG,"$3,000,000.00","$2,789,336.51",26.0,10.0,224.0,44.0,508.0,49.0,12.0,2.0
315,Sekou Doumbouya,DET,SF,"$3,285,120.00","$-1,627,993.79",19.0,6.2,243.0,38.0,754.0,19.0,20.0,8.0
254,Frank Ntilikina,NYK,PG,"$4,855,800.00","$-149,440.13",21.0,9.8,357.0,57.0,1187.0,172.0,54.0,16.0
240,Trey Lyles,SAS,PF,"$5,500,000.00","$1,521,015.15",24.0,12.6,404.0,63.0,1271.0,69.0,28.0,28.0
514,Deonte Burton,OKC,SG,"$1,416,852.00","$1,527,857.07",26.0,4.3,104.0,39.0,356.0,17.0,7.0,10.0
311,Denzel Valentine,CHI,SF,"$3,377,569.00","$5,754,604.17",26.0,13.0,246.0,36.0,488.0,43.0,26.0,6.0
177,Deandre Ayton,PHO,C,"$9,562,920.00","$9,972,003.90",21.0,20.0,690.0,38.0,1236.0,72.0,26.0,58.0
47,Giannis Antetokounmpo,MIL,PF,"$25,842,697.00","$24,541,349.65",25.0,31.9,1857.0,63.0,1917.0,354.0,61.0,66.0
86,Evan Fournier,ORL,SG,"$17,000,000.00","$15,316,003.09",27.0,16.4,1221.0,66.0,2076.0,209.0,71.0,15.0
323,Khem Birch,ORL,C,"$3,000,000.00","$4,808,502.67",27.0,11.7,212.0,48.0,922.0,50.0,20.0,23.0
243,Kris Dunn,CHI,PG,"$5,348,007.00","$6,420,587.24",25.0,12.1,373.0,51.0,1269.0,173.0,101.0,17.0
236,Jonathan Isaac,ORL,SF,"$5,806,440.00","$8,717,377.30",22.0,17.3,404.0,34.0,980.0,48.0,53.0,78.0
75,Julius Randle,NYK,PF,"$18,000,000.00","$14,362,058.31",25.0,17.5,1248.0,64.0,2080.0,198.0,51.0,22.0
319,Yogi Ferrell,SAC,PG,"$3,150,000.00","$1,839,949.23",26.0,12.2,218.0,50.0,530.0,69.0,18.0,4.0
35,Devin Booker,PHO,SG,"$27,250,000.00","$20,177,040.38",23.0,20.6,1863.0,70.0,2512.0,456.0,49.0,18.0
116,J.J. Redick,NOP,SG,"$13,486,300.00","$18,315,484.63",35.0,15.4,917.0,60.0,1581.0,119.0,20.0,10.0
130,Will Barton,DEN,SF,"$12,960,000.00","$15,675,643.51",29.0,15.6,874.0,58.0,1916.0,212.0,61.0,29.0
145,Brook Lopez,MIL,C,"$12,093,024.00","$16,715,938.96",31.0,15.0,813.0,68.0,1817.0,99.0,46.0,163.0
20,Damian Lillard,POR,PG,"$29,802,321.00","$29,531,235.04",29.0,26.9,1978.0,66.0,2474.0,530.0,70.0,22.0
344,Marko Guduric,MEM,SG,"$2,625,000.00","$358,204.96",24.0,8.8,173.0,44.0,484.0,45.0,12.0,8.0
93,Jonas Valančiūnas,MEM,C,"$16,000,000.00","$13,556,479.61",27.0,22.2,1044.0,70.0,1845.0,131.0,30.0,76.0
165,Tomáš Satoranský,CHI,PG,"$10,000,000.00","$10,864,750.17",28.0,13.5,644.0,65.0,1878.0,354.0,80.0,7.0
37,Bradley Beal,WAS,SG,"$27,093,019.00","$23,819,108.76",26.0,23.2,1741.0,57.0,2053.0,347.0,71.0,23.0
466,David Nwaba,BRK,SF,"$1,678,854.00","$8,788,097.32",27.0,14.0,104.0,20.0,268.0,8.0,11.0,12.0
134,Marcus Smart,BOS,SG,"$12,553,471.00","$11,278,558.90",25.0,13.8,776.0,60.0,1919.0,291.0,101.0,29.0
4,James Harden,HOU,SG,"$37,800,000.00","$35,189,555.41",30.0,29.1,2335.0,68.0,2483.0,512.0,125.0,60.0
234,Marco Belinelli,SAS,SG,"$5,846,154.00","$8,455,223.56",33.0,10.8,361.0,57.0,883.0,69.0,12.0,1.0
137,Patty Mills,SAS,PG,"$12,428,571.00","$11,531,927.47",31.0,14.8,767.0,66.0,1485.0,118.0,53.0,6.0
333,Goga Bitadze,IND,C,"$2,816,760.00","$-4,793,929.13",20.0,12.1,172.0,54.0,471.0,23.0,10.0,37.0
181,George Hill,MIL,PG,"$9,133,907.00","$13,203,215.24",33.0,16.9,554.0,59.0,1271.0,180.0,47.0,5.0
191,P.J. Tucker,HOU,PF,"$8,349,039.00","$13,332,017.91",34.0,8.3,500.0,72.0,2467.0,115.0,77.0,36.0
38,Anthony Davis,LAL,PF,"$27,093,019.00","$24,882,029.50",26.0,27.4,1618.0,62.0,2131.0,200.0,91.0,143.0
217,Ersan İlyasova,MIL,PF,"$7,000,000.00","$7,899,163.14",32.0,14.9,414.0,63.0,986.0,49.0,24.0,17.0
148,Joe Ingles,UTA,SF,"$11,954,546.00","$14,005,632.04",32.0,12.6,707.0,72.0,2137.0,373.0,65.0,11.0
293,Jake Layman,MIN,PF,"$3,581,986.00","$7,365,829.31",25.0,10.3,210.0,23.0,505.0,15.0,17.0,10.0
283,Reggie Bullock,NYK,SG,"$4,000,000.00","$9,224,999.81",28.0,9.3,234.0,29.0,684.0,42.0,25.0,3.0
97,Eric Bledsoe,MIL,PG,"$15,625,000.00","$16,271,041.62",30.0,17.6,911.0,61.0,1646.0,328.0,57.0,26.0
190,Tyus Jones,MEM,PG,"$8,408,000.00","$2,397,735.88",23.0,15.7,484.0,65.0,1232.0,285.0,59.0,6.0
57,Terry Rozier,CHO,PG,"$19,894,737.00","$13,573,601.21",25.0,14.8,1134.0,63.0,2164.0,259.0,61.0,10.0
25,CJ McCollum,POR,SG,"$27,556,959.00","$21,168,561.89",28.0,17.0,1556.0,70.0,2556.0,310.0,54.0,42.0
197,Elfrid Payton,NYK,PG,"$8,000,000.00","$9,943,480.30",25.0,16.0,449.0,45.0,1246.0,323.0,70.0,17.0
168,Zion Williamson,NOP,PF,"$9,757,440.00","$7,672,240.23",19.0,24.1,540.0,24.0,668.0,50.0,16.0,9.0
295,Jerome Robinson,WAS,SG,"$3,567,720.00","$4,679,796.92",22.0,7.4,197.0,21.0,503.0,41.0,15.0,9.0
161,Jeremy Lamb,IND,SG,"$10,500,000.00","$10,954,349.56",27.0,14.0,577.0,46.0,1291.0,96.0,55.0,22.0
43,Nikola Jokić,DEN,C,"$26,573,595.00","$18,154,965.35",24.0,24.9,1456.0,73.0,2336.0,512.0,85.0,44.0
312,Juan Hernangómez,MIN,PF,"$3,321,030.00","$8,090,441.95",24.0,10.4,181.0,14.0,411.0,18.0,14.0,4.0
24,DeMar DeRozan,SAS,SF,"$27,739,975.00","$23,059,953.99",30.0,21.6,1504.0,68.0,2316.0,380.0,70.0,20.0
187,E'Twaun Moore,NOP,SG,"$8,664,928.00","$8,039,182.11",30.0,11.3,466.0,56.0,1020.0,78.0,32.0,11.0
178,Delon Wright,DAL,SG,"$9,473,684.00","$5,607,938.11",27.0,15.4,504.0,73.0,1570.0,244.0,85.0,22.0
92,Ricky Rubio,PHO,PG,"$16,190,476.00","$16,324,948.96",29.0,16.5,847.0,65.0,2016.0,570.0,94.0,11.0
115,Rudy Gay,SAS,PF,"$14,000,000.00","$13,263,685.70",33.0,15.4,726.0,67.0,1461.0,114.0,35.0,33.0
54,Danilo Gallinari,OKC,PF,"$22,615,559.00","$17,979,586.52",31.0,19.5,1160.0,62.0,1834.0,119.0,42.0,5.0
131,Thaddeus Young,CHI,PF,"$12,900,000.00","$12,044,441.34",31.0,13.3,659.0,64.0,1591.0,117.0,92.0,23.0
411,Kyle O'Quinn,PHI,C,"$2,028,594.00","$9,700,465.83",29.0,18.6,102.0,29.0,313.0,51.0,7.0,24.0
66,Goran Dragić,MIA,PG,"$19,217,900.00","$18,948,376.77",33.0,16.3,953.0,59.0,1663.0,301.0,40.0,10.0
118,Jordan Clarkson,UTA,SG,"$13,437,500.00","$11,804,848.26",27.0,18.6,655.0,42.0,1039.0,66.0,29.0,8.0
13,Kawhi Leonard,LAC,SF,"$32,742,000.00","$23,934,772.67",28.0,26.9,1543.0,57.0,1848.0,280.0,103.0,33.0
166,DeAndre Jordan,BRK,C,"$9,881,598.00","$12,200,546.99",31.0,19.9,465.0,56.0,1234.0,105.0,18.0,52.0
149,Kelly Olynyk,MIA,C,"$11,667,885.00","$6,254,309.32",28.0,14.6,549.0,67.0,1300.0,116.0,45.0,23.0
393,Ty Jerome,PHO,PG,"$2,193,480.00","$540,099.07",22.0,7.9,102.0,31.0,328.0,44.0,15.0,3.0
17,Tobias Harris,PHI,PF,"$31,034,483.00","$17,505,878.86",27.0,17.2,1411.0,72.0,2469.0,227.0,53.0,40.0
5,LeBron James,LAL,PG,"$37,436,858.00","$32,924,446.08",35.0,25.5,1698.0,67.0,2316.0,684.0,78.0,36.0
58,Aaron Gordon,ORL,PF,"$19,863,636.00","$10,762,516.25",24.0,15.1,894.0,62.0,2017.0,228.0,51.0,39.0
328,D.J. Wilson,MIL,PF,"$2,961,120.00","$115,968.36",23.0,8.2,133.0,37.0,363.0,25.0,3.0,5.0
44,Jrue Holiday,NOP,SG,"$26,131,111.00","$20,763,073.59",29.0,17.0,1167.0,61.0,2117.0,408.0,99.0,48.0
56,Malcolm Brogdon,IND,PG,"$20,000,000.00","$14,954,133.85",27.0,17.7,893.0,54.0,1666.0,381.0,35.0,10.0
107,Bobby Portis,NYK,C,"$15,000,000.00","$3,866,185.74",24.0,14.6,668.0,66.0,1393.0,98.0,32.0,18.0
112,Cody Zeller,CHO,C,"$14,471,910.00","$9,206,102.84",27.0,18.8,642.0,58.0,1341.0,88.0,40.0,25.0
298,Allonzo Trier,NYK,PG,"$3,551,100.00","$5,449,686.85",24.0,14.5,155.0,24.0,291.0,28.0,3.0,4.0
22,Nikola Vučević,ORL,C,"$28,000,000.00","$19,586,176.99",29.0,21.9,1215.0,62.0,1998.0,222.0,54.0,47.0
52,Harrison Barnes,SAC,PF,"$24,147,727.00","$12,149,217.11",27.0,13.3,1046.0,72.0,2482.0,159.0,43.0,12.0
182,Kyle Anderson,MEM,PF,"$9,073,050.00","$3,501,887.02",26.0,12.5,390.0,67.0,1330.0,162.0,54.0,37.0
30,Kristaps Porziņģis,DAL,PF,"$27,285,000.00","$15,957,599.72",24.0,20.2,1164.0,57.0,1814.0,102.0,41.0,115.0
26,Joel Embiid,PHI,C,"$27,504,630.00","$17,443,859.34",25.0,25.8,1172.0,51.0,1506.0,152.0,45.0,65.0
282,Patrick McCaw,TOR,SF,"$4,000,000.00","$3,687,386.03",24.0,7.3,170.0,37.0,908.0,79.0,39.0,4.0
18,Khris Middleton,MIL,SF,"$30,603,448.00","$18,006,781.43",28.0,21.1,1297.0,62.0,1853.0,265.0,53.0,7.0
74,Myles Turner,IND,C,"$18,000,000.00","$9,343,154.41",23.0,14.8,749.0,62.0,1826.0,72.0,46.0,132.0
153,Tony Snell,DET,SF,"$11,392,857.00","$7,646,100.71",28.0,9.7,474.0,59.0,1641.0,127.0,32.0,15.0
51,Rudy Gobert,UTA,C,"$25,008,427.00","$17,063,015.85",27.0,21.7,1026.0,68.0,2333.0,101.0,51.0,135.0
2,Russell Westbrook,HOU,PG,"$38,178,000.00","$26,780,551.80",31.0,21.0,1553.0,57.0,2049.0,401.0,93.0,20.0
266,Rodney McGruder,LAC,SG,"$4,629,630.00","$1,954,651.99",28.0,6.7,187.0,56.0,871.0,36.0,26.0,8.0
237,Rodney Hood,POR,SF,"$5,718,000.00","$10,521,323.82",27.0,12.2,230.0,21.0,619.0,32.0,17.0,4.0
167,Taj Gibson,NYK,C,"$9,800,000.00","$10,398,356.05",34.0,16.1,379.0,62.0,1025.0,52.0,27.0,30.0
45,LaMarcus Aldridge,SAS,C,"$26,000,000.00","$23,684,565.07",34.0,19.7,1001.0,53.0,1754.0,129.0,36.0,87.0
42,Hassan Whiteside,POR,C,"$27,093,018.00","$20,983,061.01",30.0,25.0,1040.0,67.0,2008.0,78.0,26.0,196.0
147,Cory Joseph,SAC,PG,"$12,000,000.00","$5,751,703.79",28.0,10.1,458.0,72.0,1759.0,251.0,53.0,21.0
111,Danny Green,LAL,SG,"$14,634,146.00","$10,753,436.79",32.0,10.8,547.0,68.0,1687.0,91.0,85.0,32.0
113,Eric Gordon,HOU,SF,"$14,057,730.00","$14,340,145.02",31.0,10.3,520.0,36.0,1016.0,54.0,23.0,13.0
72,Tristan Thompson,CLE,C,"$18,539,130.00","$12,489,548.34",28.0,16.8,684.0,57.0,1721.0,120.0,33.0,50.0
162,Dwight Powell,DAL,C,"$10,259,375.00","$10,670,967.05",28.0,15.9,376.0,40.0,1061.0,59.0,34.0,22.0
53,Serge Ibaka,TOR,C,"$23,271,604.00","$15,219,555.24",30.0,17.3,845.0,55.0,1485.0,77.0,28.0,46.0
11,Jimmy Butler,MIA,SF,"$32,742,000.00","$22,153,008.23",30.0,23.6,1157.0,58.0,1959.0,350.0,103.0,32.0
12,Kemba Walker,BOS,PG,"$32,742,000.00","$19,104,400.11",29.0,20.0,1145.0,56.0,1742.0,268.0,48.0,28.0
21,Kevin Love,CLE,PF,"$28,900,000.00","$18,205,416.07",31.0,17.9,987.0,56.0,1780.0,178.0,33.0,19.0
36,Karl-Anthony Towns,MIN,C,"$27,250,000.00","$16,783,168.28",24.0,26.5,926.0,35.0,1187.0,153.0,33.0,42.0
8,Kyle Lowry,TOR,PG,"$33,296,296.00","$24,237,601.60",33.0,17.7,1126.0,58.0,2098.0,433.0,82.0,26.0
88,Clint Capela,HOU,C,"$16,456,522.00","$12,529,157.85",25.0,20.6,543.0,39.0,1279.0,48.0,33.0,72.0
138,Patrick Beverley,LAC,PG,"$12,345,679.00","$12,260,499.07",31.0,12.5,405.0,51.0,1342.0,183.0,54.0,25.0
76,Gary Harris,DEN,SG,"$17,839,286.00","$7,536,072.26",25.0,9.7,581.0,56.0,1780.0,118.0,76.0,14.0
1,Chris Paul,OKC,PG,"$38,506,482.00","$24,144,392.79",34.0,21.7,1232.0,70.0,2208.0,472.0,111.0,11.0
9,Paul George,LAC,SF,"$33,005,556.00","$18,760,166.47",29.0,21.1,1033.0,48.0,1419.0,185.0,68.0,20.0
114,Mason Plumlee,DEN,C,"$14,041,096.00","$8,163,157.49",29.0,18.8,437.0,61.0,1057.0,154.0,33.0,38.0
203,Jae Crowder,MIA,SF,"$7,815,533.00","$13,419,320.59",29.0,16.3,237.0,20.0,553.0,36.0,25.0,10.0
23,Al Horford,PHI,C,"$28,000,000.00","$17,797,502.97",33.0,15.7,798.0,67.0,2025.0,270.0,52.0,61.0
215,Josh Jackson,MEM,SG,"$7,059,480.00","$5,126,128.66",22.0,14.1,198.0,22.0,381.0,35.0,18.0,9.0
14,Gordon Hayward,BOS,SF,"$32,700,690.00","$16,981,812.83",29.0,18.1,909.0,52.0,1740.0,212.0,38.0,22.0
157,Meyers Leonard,MIA,C,"$11,286,515.00","$4,841,027.82",27.0,10.6,309.0,51.0,1034.0,55.0,14.0,15.0
46,Steven Adams,OKC,C,"$25,842,697.00","$10,411,314.75",26.0,20.5,684.0,63.0,1680.0,146.0,51.0,67.0
80,Derrick Favors,NOP,C,"$17,650,000.00","$10,326,498.91",28.0,18.5,459.0,51.0,1243.0,81.0,30.0,46.0
204,Wayne Ellington,NYK,SG,"$7,804,878.00","$9,934,777.16",32.0,8.5,183.0,36.0,558.0,44.0,13.0,4.0
87,Bismack Biyombo,CHO,C,"$17,000,000.00","$6,855,597.32",27.0,16.1,393.0,53.0,1029.0,50.0,10.0,49.0
156,Robert Covington,HOU,C,"$11,301,219.00","$14,235,591.08",29.0,13.1,255.0,22.0,726.0,32.0,35.0,48.0
15,Mike Conley,UTA,PG,"$32,511,623.00","$16,480,881.23",32.0,14.1,675.0,47.0,1363.0,208.0,36.0,5.0
19,Paul Millsap,DEN,PF,"$30,500,000.00","$16,481,736.47",34.0,16.9,591.0,51.0,1240.0,83.0,44.0,30.0
139,Trevor Ariza,POR,SF,"$12,200,000.00","$17,345,973.42",34.0,11.0,231.0,21.0,702.0,41.0,34.0,8.0
71,Draymond Green,GSW,PF,"$18,539,130.00","$12,443,896.72",29.0,12.5,345.0,43.0,1222.0,266.0,59.0,33.0
173,Matthew Dellavedova,CLE,PG,"$9,607,500.00","$3,319,320.02",29.0,8.1,177.0,57.0,821.0,180.0,20.0,2.0
100,Ian Mahinmi,WAS,C,"$15,450,051.00","$14,330,480.02",33.0,14.2,283.0,38.0,808.0,49.0,31.0,44.0
16,Kyrie Irving,BRK,PG,"$31,742,000.00","$17,088,051.47",27.0,26.2,548.0,20.0,658.0,128.0,27.0,10.0
174,Dante Exum,CLE,SG,"$9,600,000.00","$5,118,512.86",24.0,10.3,135.0,24.0,402.0,33.0,12.0,6.0
62,Kent Bazemore,SAC,SG,"$19,269,662.00","$12,662,935.74",30.0,12.6,257.0,25.0,577.0,32.0,29.0,9.0
55,Victor Oladipo,IND,SG,"$21,000,000.00","$11,195,206.25",27.0,11.3,275.0,19.0,528.0,56.0,17.0,4.0
48,Marc Gasol,TOR,C,"$25,595,700.00","$16,275,686.31",35.0,11.8,331.0,44.0,1161.0,147.0,34.0,38.0
110,Marcus Morris,LAC,PF,"$15,000,000.00","$12,844,932.67",30.0,8.9,192.0,19.0,549.0,27.0,13.0,13.0
146,Jusuf Nurkić,POR,C,"$12,000,000.00","$12,099,163.48",25.0,22.6,141.0,8.0,253.0,32.0,11.0,16.0
102,James Johnson,MIN,PF,"$15,349,400.00","$15,864,688.45",32.0,11.1,168.0,14.0,338.0,53.0,19.0,19.0
68,Jeff Teague,ATL,PG,"$19,000,000.00","$13,598,017.16",31.0,15.9,193.0,25.0,519.0,100.0,19.0,6.0
126,Justise Winslow,MIA,SF,"$13,000,000.00","$7,065,623.99",23.0,8.5,124.0,11.0,352.0,44.0,7.0,5.0
32,D'Angelo Russell,MIN,PG,"$27,285,000.00","$10,247,272.01",23.0,19.1,260.0,12.0,392.0,79.0,17.0,4.0
81,Reggie Jackson,LAC,PG,"$17,286,956.00","$12,203,084.82",29.0,13.7,161.0,17.0,362.0,54.0,5.0,4.0
29,Andrew Wiggins,GSW,SG,"$27,504,630.00","$10,791,704.11",24.0,17.5,233.0,12.0,403.0,43.0,16.0,17.0
132,Courtney Lee,DAL,SG,"$12,759,670.00","$13,807,354.06",34.0,10.8,107.0,24.0,345.0,12.0,18.0,6.0
7,Blake Griffin,DET,PF,"$34,234,964.00","$14,273,924.16",30.0,11.9,279.0,18.0,512.0,59.0,7.0,7.0
90,Gorgui Dieng,MEM,C,"$16,229,213.00","$13,491,931.09",30.0,17.8,123.0,17.0,318.0,15.0,14.0,17.0
95,Brandon Knight,DET,PG,"$15,643,750.00","$10,872,352.30",28.0,5.4,104.0,9.0,221.0,38.0,5.0,1.0
34,Otto Porter,CHI,SF,"$27,250,576.00","$10,527,501.55",26.0,15.8,167.0,14.0,331.0,25.0,15.0,6.0
40,Andre Drummond,CLE,C,"$27,093,019.00","$12,581,189.24",26.0,22.1,140.0,8.0,225.0,14.0,12.0,11.0
0,Stephen Curry,GSW,PG,"$40,231,758.00","$17,058,334.30",31.0,21.7,104.0,5.0,139.0,33.0,5.0,2.0
