,Player,tm,pos,yr2019_20,avg_cost_per_pt,Age,PER,pts,g,mp,ast,stl,blk
223,Will Barton,DEN,SF,12960000.0,14828.38,29.0,15.6,874.0,58.0,1916.0,212.0,61.0,29.0
224,Brook Lopez,MIL,C,12093024.0,14874.57,31.0,15.0,813.0,68.0,1817.0,99.0,46.0,163.0
225,Damian Lillard,POR,PG,29802321.0,15066.9,29.0,26.9,1978.0,66.0,2474.0,530.0,70.0,22.0
226,Marko Guduric,MEM,SG,2625000.0,15173.41,24.0,8.8,173.0,44.0,484.0,45.0,12.0,8.0
227,Jonas Valančiūnas,MEM,C,16000000.0,15325.67,27.0,22.2,1044.0,70.0,1845.0,131.0,30.0,76.0
228,Tomáš Satoranský,CHI,PG,10000000.0,15527.95,28.0,13.5,644.0,65.0,1878.0,354.0,80.0,7.0
229,Bradley Beal,WAS,SG,27093019.0,15561.76,26.0,23.2,1741.0,57.0,2053.0,347.0,71.0,23.0
230,David Nwaba,BRK,SF,1678854.0,16142.83,27.0,14.0,104.0,20.0,268.0,8.0,11.0,12.0
231,Marcus Smart,BOS,SG,12553471.0,16177.15,25.0,13.8,776.0,60.0,1919.0,291.0,101.0,29.0
232,James Harden,HOU,SG,37800000.0,16188.44,30.0,29.1,2335.0,68.0,2483.0,512.0,125.0,60.0
233,Marco Belinelli,SAS,SG,5846154.0,16194.33,33.0,10.8,361.0,57.0,883.0,69.0,12.0,1.0
234,Patty Mills,SAS,PG,12428571.0,16204.13,31.0,14.8,767.0,66.0,1485.0,118.0,53.0,6.0
235,Goga Bitadze,IND,C,2816760.0,16376.51,20.0,12.1,172.0,54.0,471.0,23.0,10.0,37.0
236,George Hill,MIL,PG,9133907.0,16487.2,33.0,16.9,554.0,59.0,1271.0,180.0,47.0,5.0
237,P.J. Tucker,HOU,PF,8349039.0,16698.08,34.0,8.3,500.0,72.0,2467.0,115.0,77.0,36.0
238,Anthony Davis,LAL,PF,27093019.0,16744.76,26.0,27.4,1618.0,62.0,2131.0,200.0,91.0,143.0
239,Ersan İlyasova,MIL,PF,7000000.0,16908.21,32.0,14.9,414.0,63.0,986.0,49.0,24.0,17.0
240,Joe Ingles,UTA,SF,11954546.0,16908.83,32.0,12.6,707.0,72.0,2137.0,373.0,65.0,11.0
241,Jake Layman,MIN,PF,3581986.0,17057.08,25.0,10.3,210.0,23.0,505.0,15.0,17.0,10.0
242,Reggie Bullock,NYK,SG,4000000.0,17094.02,28.0,9.3,234.0,29.0,684.0,42.0,25.0,3.0
243,Eric Bledsoe,MIL,PG,15625000.0,17151.48,30.0,17.6,911.0,61.0,1646.0,328.0,57.0,26.0
244,Tyus Jones,MEM,PG,8408000.0,17371.9,23.0,15.7,484.0,65.0,1232.0,285.0,59.0,6.0
245,Terry Rozier,CHO,PG,19894737.0,17543.86,25.0,14.8,1134.0,63.0,2164.0,259.0,61.0,10.0
246,CJ McCollum,POR,SG,27556959.0,17710.13,28.0,17.0,1556.0,70.0,2556.0,310.0,54.0,42.0
247,Elfrid Payton,NYK,PG,8000000.0,17817.37,25.0,16.0,449.0,45.0,1246.0,323.0,70.0,17.0
248,Zion Williamson,NOP,PF,9757440.0,18069.33,19.0,24.1,540.0,24.0,668.0,50.0,16.0,9.0
249,Jerome Robinson,WAS,SG,3567720.0,18110.25,22.0,7.4,197.0,21.0,503.0,41.0,15.0,9.0
250,Jeremy Lamb,IND,SG,10500000.0,18197.57,27.0,14.0,577.0,46.0,1291.0,96.0,55.0,22.0
251,Nikola Jokić,DEN,C,26573595.0,18251.1,24.0,24.9,1456.0,73.0,2336.0,512.0,85.0,44.0
252,Juan Hernangómez,MIN,PF,3321030.0,18348.23,24.0,10.4,181.0,14.0,411.0,18.0,14.0,4.0
253,DeMar DeRozan,SAS,SF,27739975.0,18444.13,30.0,21.6,1504.0,68.0,2316.0,380.0,70.0,20.0
254,E'Twaun Moore,NOP,SG,8664928.0,18594.27,30.0,11.3,466.0,56.0,1020.0,78.0,32.0,11.0
255,Delon Wright,DAL,SG,9473684.0,18796.99,27.0,15.4,504.0,73.0,1570.0,244.0,85.0,22.0
256,Ricky Rubio,PHO,PG,16190476.0,19115.08,29.0,16.5,847.0,65.0,2016.0,570.0,94.0,11.0
257,Rudy Gay,SAS,PF,14000000.0,19283.75,33.0,15.4,726.0,67.0,1461.0,114.0,35.0,33.0
258,Danilo Gallinari,OKC,PF,22615559.0,19496.17,31.0,19.5,1160.0,62.0,1834.0,119.0,42.0,5.0
259,Thaddeus Young,CHI,PF,12900000.0,19575.11,31.0,13.3,659.0,64.0,1591.0,117.0,92.0,23.0
260,Kyle O'Quinn,PHI,C,2028594.0,19888.18,29.0,18.6,102.0,29.0,313.0,51.0,7.0,24.0
261,Goran Dragić,MIA,PG,19217900.0,20165.69,33.0,16.3,953.0,59.0,1663.0,301.0,40.0,10.0
262,Jordan Clarkson,UTA,SG,13437500.0,20515.27,27.0,18.6,655.0,42.0,1039.0,66.0,29.0,8.0
263,Kawhi Leonard,LAC,SF,32742000.0,21219.7,28.0,26.9,1543.0,57.0,1848.0,280.0,103.0,33.0
264,DeAndre Jordan,BRK,C,9881598.0,21250.75,31.0,19.9,465.0,56.0,1234.0,105.0,18.0,52.0
265,Kelly Olynyk,MIA,C,11667885.0,21252.98,28.0,14.6,549.0,67.0,1300.0,116.0,45.0,23.0
266,Ty Jerome,PHO,PG,2193480.0,21504.71,22.0,7.9,102.0,31.0,328.0,44.0,15.0,3.0
267,Tobias Harris,PHI,PF,31034483.0,21994.67,27.0,17.2,1411.0,72.0,2469.0,227.0,53.0,40.0
268,LeBron James,LAL,PG,37436858.0,22047.62,35.0,25.5,1698.0,67.0,2316.0,684.0,78.0,36.0
269,Aaron Gordon,ORL,PF,19863636.0,22218.83,24.0,15.1,894.0,62.0,2017.0,228.0,51.0,39.0
270,D.J. Wilson,MIL,PF,2961120.0,22264.06,23.0,8.2,133.0,37.0,363.0,25.0,3.0,5.0
271,Jrue Holiday,NOP,SG,26131111.0,22391.7,29.0,17.0,1167.0,61.0,2117.0,408.0,99.0,48.0
272,Malcolm Brogdon,IND,PG,20000000.0,22396.42,27.0,17.7,893.0,54.0,1666.0,381.0,35.0,10.0
273,Bobby Portis,NYK,C,15000000.0,22455.09,24.0,14.6,668.0,66.0,1393.0,98.0,32.0,18.0
274,Cody Zeller,CHO,C,14471910.0,22541.92,27.0,18.8,642.0,58.0,1341.0,88.0,40.0,25.0
275,Allonzo Trier,NYK,PG,3551100.0,22910.32,24.0,14.5,155.0,24.0,291.0,28.0,3.0,4.0
276,Nikola Vučević,ORL,C,28000000.0,23045.27,29.0,21.9,1215.0,62.0,1998.0,222.0,54.0,47.0
277,Harrison Barnes,SAC,PF,24147727.0,23085.78,27.0,13.3,1046.0,72.0,2482.0,159.0,43.0,12.0
278,Kyle Anderson,MEM,PF,9073050.0,23264.23,26.0,12.5,390.0,67.0,1330.0,162.0,54.0,37.0
279,Kristaps Porziņģis,DAL,PF,27285000.0,23440.72,24.0,20.2,1164.0,57.0,1814.0,102.0,41.0,115.0
280,Joel Embiid,PHI,C,27504630.0,23468.11,25.0,25.8,1172.0,51.0,1506.0,152.0,45.0,65.0
281,Patrick McCaw,TOR,SF,4000000.0,23529.41,24.0,7.3,170.0,37.0,908.0,79.0,39.0,4.0
282,Khris Middleton,MIL,SF,30603448.0,23595.57,28.0,21.1,1297.0,62.0,1853.0,265.0,53.0,7.0
283,Myles Turner,IND,C,18000000.0,24032.04,23.0,14.8,749.0,62.0,1826.0,72.0,46.0,132.0
284,Tony Snell,DET,SF,11392857.0,24035.56,28.0,9.7,474.0,59.0,1641.0,127.0,32.0,15.0
285,Rudy Gobert,UTA,C,25008427.0,24374.69,27.0,21.7,1026.0,68.0,2333.0,101.0,51.0,135.0
286,Russell Westbrook,HOU,PG,38178000.0,24583.39,31.0,21.0,1553.0,57.0,2049.0,401.0,93.0,20.0
287,Rodney McGruder,LAC,SG,4629630.0,24757.38,28.0,6.7,187.0,56.0,871.0,36.0,26.0,8.0
288,Rodney Hood,POR,SF,5718000.0,24860.87,27.0,12.2,230.0,21.0,619.0,32.0,17.0,4.0
289,Taj Gibson,NYK,C,9800000.0,25857.52,34.0,16.1,379.0,62.0,1025.0,52.0,27.0,30.0
290,LaMarcus Aldridge,SAS,C,26000000.0,25974.03,34.0,19.7,1001.0,53.0,1754.0,129.0,36.0,87.0
291,Hassan Whiteside,POR,C,27093018.0,26050.98,30.0,25.0,1040.0,67.0,2008.0,78.0,26.0,196.0
292,Cory Joseph,SAC,PG,12000000.0,26200.87,28.0,10.1,458.0,72.0,1759.0,251.0,53.0,21.0
293,Danny Green,LAL,SG,14634146.0,26753.47,32.0,10.8,547.0,68.0,1687.0,91.0,85.0,32.0
294,Eric Gordon,HOU,SF,14057730.0,27034.1,31.0,10.3,520.0,36.0,1016.0,54.0,23.0,13.0
295,Tristan Thompson,CLE,C,18539130.0,27103.99,28.0,16.8,684.0,57.0,1721.0,120.0,33.0,50.0
296,Dwight Powell,DAL,C,10259375.0,27285.57,28.0,15.9,376.0,40.0,1061.0,59.0,34.0,22.0
297,Serge Ibaka,TOR,C,23271604.0,27540.36,30.0,17.3,845.0,55.0,1485.0,77.0,28.0,46.0
298,Jimmy Butler,MIA,SF,32742000.0,28299.05,30.0,23.6,1157.0,58.0,1959.0,350.0,103.0,32.0
299,Kemba Walker,BOS,PG,32742000.0,28595.63,29.0,20.0,1145.0,56.0,1742.0,268.0,48.0,28.0
300,Kevin Love,CLE,PF,28900000.0,29280.65,31.0,17.9,987.0,56.0,1780.0,178.0,33.0,19.0
301,Karl-Anthony Towns,MIN,C,27250000.0,29427.65,24.0,26.5,926.0,35.0,1187.0,153.0,33.0,42.0
302,Kyle Lowry,TOR,PG,33296296.0,29570.42,33.0,17.7,1126.0,58.0,2098.0,433.0,82.0,26.0
303,Clint Capela,HOU,C,16456522.0,30306.67,25.0,20.6,543.0,39.0,1279.0,48.0,33.0,72.0
304,Patrick Beverley,LAC,PG,12345679.0,30483.16,31.0,12.5,405.0,51.0,1342.0,183.0,54.0,25.0
305,Gary Harris,DEN,SG,17839286.0,30704.45,25.0,9.7,581.0,56.0,1780.0,118.0,76.0,14.0
306,Chris Paul,OKC,PG,38506482.0,31255.26,34.0,21.7,1232.0,70.0,2208.0,472.0,111.0,11.0
307,Paul George,LAC,SF,33005556.0,31951.17,29.0,21.1,1033.0,48.0,1419.0,185.0,68.0,20.0
308,Mason Plumlee,DEN,C,14041096.0,32130.65,29.0,18.8,437.0,61.0,1057.0,154.0,33.0,38.0
309,Jae Crowder,MIA,SF,7815533.0,32976.93,29.0,16.3,237.0,20.0,553.0,36.0,25.0,10.0
310,Al Horford,PHI,C,28000000.0,35087.72,33.0,15.7,798.0,67.0,2025.0,270.0,52.0,61.0
311,Josh Jackson,MEM,SG,7059480.0,35653.94,22.0,14.1,198.0,22.0,381.0,35.0,18.0,9.0
312,Gordon Hayward,BOS,SF,32700690.0,35974.36,29.0,18.1,909.0,52.0,1740.0,212.0,38.0,22.0
313,Meyers Leonard,MIA,C,11286515.0,36525.94,27.0,10.6,309.0,51.0,1034.0,55.0,14.0,15.0
314,Steven Adams,OKC,C,25842697.0,37781.72,26.0,20.5,684.0,63.0,1680.0,146.0,51.0,67.0
315,Derrick Favors,NOP,C,17650000.0,38453.16,28.0,18.5,459.0,51.0,1243.0,81.0,30.0,46.0
316,Wayne Ellington,NYK,SG,7804878.0,42649.61,32.0,8.5,183.0,36.0,558.0,44.0,13.0,4.0
317,Bismack Biyombo,CHO,C,17000000.0,43257.0,27.0,16.1,393.0,53.0,1029.0,50.0,10.0,49.0
318,Robert Covington,HOU,C,11301219.0,44318.51,29.0,13.1,255.0,22.0,726.0,32.0,35.0,48.0
319,Mike Conley,UTA,PG,32511623.0,48165.37,32.0,14.1,675.0,47.0,1363.0,208.0,36.0,5.0
320,Paul Millsap,DEN,PF,30500000.0,51607.45,34.0,16.9,591.0,51.0,1240.0,83.0,44.0,30.0
321,Trevor Ariza,POR,SF,12200000.0,52813.85,34.0,11.0,231.0,21.0,702.0,41.0,34.0,8.0
322,Draymond Green,GSW,PF,18539130.0,53736.61,29.0,12.5,345.0,43.0,1222.0,266.0,59.0,33.0
323,Matthew Dellavedova,CLE,PG,9607500.0,54279.66,29.0,8.1,177.0,57.0,821.0,180.0,20.0,2.0
324,Ian Mahinmi,WAS,C,15450051.0,54593.82,33.0,14.2,283.0,38.0,808.0,49.0,31.0,44.0
325,Kyrie Irving,BRK,PG,31742000.0,57923.36,27.0,26.2,548.0,20.0,658.0,128.0,27.0,10.0
326,Dante Exum,CLE,SG,9600000.0,71111.11,24.0,10.3,135.0,24.0,402.0,33.0,12.0,6.0
327,Kent Bazemore,SAC,SG,19269662.0,74979.23,30.0,12.6,257.0,25.0,577.0,32.0,29.0,9.0
328,Victor Oladipo,IND,SG,21000000.0,76363.64,27.0,11.3,275.0,19.0,528.0,56.0,17.0,4.0
329,Marc Gasol,TOR,C,25595700.0,77328.4,35.0,11.8,331.0,44.0,1161.0,147.0,34.0,38.0
330,Marcus Morris,LAC,PF,15000000.0,78125.0,30.0,8.9,192.0,19.0,549.0,27.0,13.0,13.0
331,Jusuf Nurkić,POR,C,12000000.0,85106.38,25.0,22.6,141.0,8.0,253.0,32.0,11.0,16.0
332,James Johnson,MIN,PF,15349400.0,91365.48,32.0,11.1,168.0,14.0,338.0,53.0,19.0,19.0
333,Jeff Teague,ATL,PG,19000000.0,98445.6,31.0,15.9,193.0,25.0,519.0,100.0,19.0,6.0
334,Justise Winslow,MIA,SF,13000000.0,104838.71,23.0,8.5,124.0,11.0,352.0,44.0,7.0,5.0
335,D'Angelo Russell,MIN,PG,27285000.0,104942.31,23.0,19.1,260.0,12.0,392.0,79.0,17.0,4.0
336,Reggie Jackson,LAC,PG,17286956.0,107372.4,29.0,13.7,161.0,17.0,362.0,54.0,5.0,4.0
337,Andrew Wiggins,GSW,SG,27504630.0,118045.62,24.0,17.5,233.0,12.0,403.0,43.0,16.0,17.0
338,Courtney Lee,DAL,SG,12759670.0,119249.25,34.0,10.8,107.0,24.0,345.0,12.0,18.0,6.0
339,Blake Griffin,DET,PF,34234964.0,122705.96,30.0,11.9,279.0,18.0,512.0,59.0,7.0,7.0
340,Gorgui Dieng,MEM,C,16229213.0,131944.82,30.0,17.8,123.0,17.0,318.0,15.0,14.0,17.0
341,Brandon Knight,DET,PG,15643750.0,150420.67,28.0,5.4,104.0,9.0,221.0,38.0,5.0,1.0
342,Otto Porter,CHI,SF,27250576.0,163177.1,26.0,15.8,167.0,14.0,331.0,25.0,15.0,6.0
343,Andre Drummond,CLE,C,27093019.0,193521.56,26.0,22.1,140.0,8.0,225.0,14.0,12.0,11.0
344,Stephen Curry,GSW,PG,40231758.0,386843.83,31.0,21.7,104.0,5.0,139.0,33.0,5.0,2.0
345,Paul Watson,TOR,SF,50752.0,1637.16,25.0,-7.1,31.0,8.0,70.0,5.0,3.0,1.0
346,Cameron Payne,PHO,PG,196288.0,2256.18,25.0,15.7,87.0,8.0,183.0,24.0,8.0,2.0
347,Johnathan Williams,WAS,C,106181.0,2359.58,24.0,14.0,45.0,15.0,180.0,8.0,1.0,8.0
348,Mychal Mulder,GSW,SG,187782.0,2438.73,25.0,7.8,77.0,7.0,204.0,8.0,2.0,1.0
349,Donta Hall,BRK,PF,101504.0,3075.88,22.0,17.2,33.0,5.0,85.0,2.0,2.0,5.0
350,Jeremy Pargo,GSW,PG,91557.0,3662.28,33.0,12.6,25.0,3.0,44.0,8.0,1.0,0.0
351,Juan Toscano-Anderson,GSW,SF,350189.0,5075.2,26.0,9.4,69.0,13.0,272.0,26.0,13.0,5.0
352,Zach Norvell,GSW,SG,50752.0,5075.2,22.0,3.7,10.0,3.0,36.0,3.0,2.0,0.0
353,Norvel Pelle,PHI,C,350189.0,6143.67,26.0,10.5,57.0,24.0,232.0,8.0,3.0,31.0
354,Josh Magette,ORL,PG,81678.0,6806.5,30.0,5.1,12.0,8.0,38.0,5.0,3.0,1.0
355,Dusty Hannahs,MEM,SG,81678.0,6806.5,26.0,21.3,12.0,2.0,13.0,0.0,0.0,0.0
356,Justin Anderson,BRK,SF,196288.0,7010.29,26.0,3.2,28.0,10.0,107.0,8.0,0.0,6.0
357,Jerian Grant,WAS,PG,196288.0,7269.93,27.0,6.6,27.0,6.0,80.0,9.0,1.0,1.0
358,Iman Shumpert,BRK,SG,419443.0,7767.46,29.0,5.3,54.0,13.0,241.0,12.0,12.0,2.0
359,Gary Clark,ORL,PF,708426.0,8237.51,25.0,10.1,86.0,24.0,355.0,5.0,4.0,15.0
360,Eric Mika,SAC,PF,50752.0,8458.67,25.0,13.9,6.0,1.0,19.0,0.0,0.0,0.0
361,Admiral Schofield,WAS,SF,898310.0,9073.84,22.0,6.1,99.0,33.0,368.0,15.0,8.0,4.0
362,Rayjon Tucker,UTA,SG,578573.0,9331.82,22.0,9.7,62.0,20.0,161.0,5.0,1.0,1.0
363,Jalen McDaniels,CHO,PF,898310.0,10093.37,22.0,10.7,89.0,16.0,293.0,13.0,8.0,3.0
364,Justin James,SAC,SG,898310.0,10093.37,23.0,11.0,89.0,36.0,232.0,18.0,6.0,9.0
365,Terance Mann,LAC,SG,1000000.0,10101.01,23.0,10.6,99.0,41.0,362.0,53.0,11.0,5.0
366,Jarrod Uthoff,WAS,SF,163356.0,10890.4,26.0,8.8,15.0,3.0,39.0,0.0,0.0,0.0
367,Lance Thomas,BRK,SF,262152.0,10923.0,31.0,3.0,24.0,7.0,98.0,6.0,0.0,0.0
368,Sindarius Thornwell,NOP,SG,183115.0,11444.69,25.0,14.7,16.0,2.0,35.0,4.0,1.0,1.0
369,Nicolas Claxton,BRK,PF,898310.0,13610.76,20.0,14.8,66.0,15.0,187.0,16.0,1.0,8.0
370,Alen Smailagić,GSW,PF,898310.0,15225.59,19.0,14.5,59.0,14.0,139.0,13.0,3.0,4.0
371,Chasson Randle,GSW,PG,91557.0,18311.4,26.0,6.7,5.0,3.0,40.0,5.0,2.0,0.0
372,Dean Wade,CLE,PF,375000.0,18750.0,23.0,13.9,20.0,12.0,71.0,2.0,2.0,4.0
373,Tim Frazier,DET,PG,1882867.0,19411.0,29.0,9.8,97.0,27.0,355.0,93.0,14.0,4.0
374,Ryan Broekhoff,DAL,SG,1443842.0,20335.8,29.0,13.1,71.0,17.0,180.0,11.0,5.0,4.0
375,Wenyen Gabriel,POR,PF,898310.0,20416.14,22.0,9.6,44.0,19.0,174.0,5.0,8.0,5.0
376,Juwan Morgan,UTA,PF,746054.0,20723.72,22.0,10.1,36.0,21.0,134.0,6.0,1.0,2.0
377,Dragan Bender,GSW,SF,1678854.0,20726.59,22.0,10.9,81.0,9.0,195.0,19.0,4.0,4.0
378,Trey Burke,DAL,PG,2028594.0,21131.19,27.0,15.4,96.0,8.0,191.0,30.0,9.0,1.0
379,Treveon Graham,ATL,SG,1678854.0,23317.42,26.0,8.0,72.0,22.0,266.0,15.0,7.0,4.0
380,Ante Žižić,CLE,C,2281800.0,23768.75,23.0,16.4,96.0,22.0,221.0,6.0,7.0,5.0
381,Chimezie Metu,SAS,PF,1416852.0,24428.48,22.0,22.2,58.0,18.0,105.0,10.0,3.0,6.0
382,Jaylen Nowell,MIN,SG,1400000.0,24561.4,20.0,10.5,57.0,15.0,151.0,19.0,3.0,1.0
383,Malik Newman,CLE,SG,50752.0,25376.0,22.0,-11.4,2.0,1.0,4.0,0.0,0.0,0.0
384,Tyler Cook,DEN,PF,101504.0,25376.0,22.0,19.4,4.0,2.0,19.0,0.0,2.0,0.0
385,Miye Oni,UTA,SG,898310.0,25666.0,22.0,9.7,35.0,10.0,109.0,4.0,4.0,2.0
386,Thanasis Antetokounmpo,MIL,SF,1445697.0,26285.4,27.0,12.2,55.0,20.0,129.0,15.0,7.0,2.0
387,Talen Horton-Tucker,LAL,SG,898310.0,26420.88,19.0,12.3,34.0,6.0,81.0,6.0,8.0,1.0
388,Thabo Sefolosha,HOU,PF,2564753.0,27877.75,35.0,9.4,92.0,41.0,436.0,25.0,24.0,12.0
389,Markieff Morris,LAL,PF,2241808.0,30294.7,30.0,12.7,74.0,14.0,199.0,8.0,5.0,6.0
390,Justin Robinson,WAS,PG,395866.0,30451.23,22.0,8.2,13.0,9.0,49.0,7.0,0.0,1.0
391,Willie Cauley-Stein,DAL,C,2177483.0,32499.75,26.0,22.2,67.0,13.0,157.0,10.0,4.0,11.0
392,T.J. Leaf,IND,PF,2813280.0,33491.43,22.0,12.9,84.0,28.0,222.0,9.0,10.0,4.0
393,Caleb Swanigan,POR,PF,2033160.0,33886.0,22.0,-0.1,60.0,20.0,265.0,29.0,2.0,5.0
394,Jordan McRae,DET,SG,1645357.0,35007.6,28.0,14.2,47.0,4.0,98.0,7.0,0.0,0.0
395,Melvin Frazier,ORL,SG,1416852.0,35421.3,23.0,9.8,40.0,19.0,126.0,3.0,9.0,2.0
396,Jared Dudley,LAL,SF,2564753.0,37716.96,34.0,7.8,68.0,45.0,364.0,28.0,15.0,3.0
397,Keita Bates-Diop,DEN,SF,1416852.0,38293.3,24.0,12.5,37.0,7.0,98.0,0.0,2.0,4.0
398,Anthony Tolliver,MEM,PF,2419852.0,39029.87,34.0,8.0,62.0,13.0,236.0,10.0,7.0,1.0
399,Alize Johnson,IND,SF,1416852.0,41672.12,23.0,13.3,34.0,17.0,118.0,7.0,3.0,2.0
400,Romeo Langford,BOS,SG,3458400.0,43777.22,20.0,5.4,79.0,32.0,370.0,13.0,8.0,8.0
401,Malcolm Miller,TOR,SF,1588231.0,45378.03,26.0,6.7,35.0,28.0,162.0,11.0,5.0,2.0
402,Alex Len,SAC,C,4160000.0,46741.57,26.0,18.2,89.0,15.0,225.0,8.0,3.0,15.0
403,Mfiondu Kabengele,LAC,C,1977000.0,47071.43,22.0,18.2,42.0,12.0,64.0,2.0,2.0,2.0
404,Khyri Thomas,DET,SG,838464.0,49321.41,23.0,3.1,17.0,8.0,61.0,3.0,3.0,0.0
405,Ignas Brazdeikis,NYK,SF,898310.0,52841.76,21.0,3.2,17.0,9.0,53.0,4.0,0.0,1.0
406,Zach Collins,POR,PF,4240200.0,55067.53,22.0,9.9,77.0,11.0,290.0,16.0,5.0,5.0
407,Luc Mbah a Moute,HOU,PF,289803.0,57960.6,33.0,6.4,5.0,3.0,25.0,0.0,2.0,0.0
408,Corey Brewer,SAC,SG,289803.0,57960.6,33.0,8.7,5.0,5.0,33.0,2.0,4.0,0.0
409,Jamal Crawford,BRK,SG,289803.0,57960.6,39.0,33.2,5.0,1.0,6.0,3.0,0.0,0.0
410,Stanley Johnson,TOR,PF,3623000.0,60383.33,23.0,9.9,60.0,25.0,150.0,20.0,6.0,4.0
411,Vincent Poirier,BOS,C,2505793.0,61116.9,26.0,12.7,41.0,22.0,130.0,8.0,2.0,9.0
412,Dewan Hernandez,TOR,C,898310.0,64165.0,23.0,12.9,14.0,6.0,28.0,3.0,1.0,0.0
413,Kevon Looney,GSW,C,4464286.0,65651.26,23.0,9.4,68.0,20.0,262.0,20.0,12.0,6.0
414,Bruno Caboclo,HOU,C,1845301.0,65903.61,24.0,14.1,28.0,8.0,52.0,2.0,5.0,5.0
415,Tyson Chandler,HOU,C,2564753.0,75433.91,37.0,10.8,34.0,26.0,219.0,6.0,6.0,8.0
416,Troy Daniels,DEN,SG,2028594.0,78022.85,28.0,9.0,26.0,6.0,76.0,3.0,3.0,0.0
417,Joe Chealey,CHO,PG,163356.0,81678.0,24.0,-2.9,2.0,4.0,33.0,1.0,4.0,0.0
418,Max Strus,CHI,SG,415414.0,83082.8,23.0,30.7,5.0,2.0,6.0,0.0,0.0,0.0
419,J.R. Smith,LAL,SG,1456667.0,85686.29,34.0,0.0,17.0,6.0,79.0,3.0,1.0,0.0
420,Vlatko Čančar,DEN,SF,1517981.0,89293.0,22.0,11.4,17.0,14.0,45.0,3.0,1.0,1.0
421,Jalen Lecque,PHO,PG,898310.0,89831.0,19.0,2.7,10.0,5.0,32.0,2.0,0.0,0.0
422,Ed Davis,UTA,C,4767000.0,93470.59,30.0,9.5,51.0,28.0,303.0,12.0,11.0,9.0
423,Cristiano Felício,CHI,PF,8156500.0,94843.02,27.0,12.8,86.0,22.0,386.0,16.0,10.0,2.0
424,Amile Jefferson,ORL,PF,1445697.0,96379.8,26.0,8.9,15.0,18.0,74.0,4.0,1.0,3.0
425,Nigel Williams-Goss,UTA,PG,1500000.0,107142.86,25.0,8.1,14.0,10.0,50.0,6.0,3.0,1.0
426,Al-Farouq Aminu,ORL,PF,9258000.0,118692.31,29.0,7.6,78.0,18.0,380.0,21.0,18.0,8.0
427,Tyler Zeller,SAS,C,245686.0,122843.0,30.0,22.4,2.0,2.0,4.0,0.0,0.0,0.0
428,DeMarre Carroll,HOU,PF,6842307.0,126709.39,33.0,4.9,54.0,9.0,155.0,14.0,6.0,3.0
429,Jabari Parker,SAC,PF,6500000.0,127450.98,24.0,26.5,51.0,6.0,80.0,10.0,3.0,1.0
430,John Henson,DET,PF,9732396.0,128057.84,29.0,17.0,76.0,11.0,188.0,11.0,8.0,10.0
431,KZ Okpala,MIA,SF,898310.0,128330.0,20.0,13.7,7.0,5.0,26.0,1.0,2.0,1.0
432,C.J. Miles,WAS,SG,8730158.0,136408.72,32.0,11.1,64.0,10.0,161.0,12.0,10.0,4.0
433,Maurice Harkless,NYK,SF,11511234.0,140380.9,26.0,9.7,82.0,12.0,286.0,20.0,9.0,3.0
434,Dion Waiters,LAL,SG,12100000.0,145783.13,28.0,11.5,83.0,7.0,165.0,17.0,4.0,4.0
435,Noah Vonleh,DEN,PF,2000000.0,153846.15,24.0,15.3,13.0,7.0,30.0,2.0,0.0,0.0
436,Jordan Bell,MEM,PF,1620564.0,162056.4,25.0,14.1,10.0,2.0,21.0,2.0,1.0,0.0
437,Dewayne Dedmon,ATL,C,13333334.0,164609.06,30.0,11.4,81.0,10.0,233.0,7.0,10.0,15.0
438,Luka Šamanić,SAS,PF,2689920.0,168120.0,20.0,8.8,16.0,3.0,48.0,6.0,0.0,2.0
439,Andre Iguodala,MIA,SG,17185185.0,179012.34,36.0,10.5,96.0,21.0,418.0,51.0,14.0,21.0
440,Justin Patton,OKC,C,1620564.0,180062.67,22.0,4.7,9.0,5.0,24.0,2.0,0.0,0.0
441,Tyler Johnson,BRK,SG,19245370.0,200472.6,27.0,15.6,96.0,8.0,194.0,24.0,4.0,1.0
442,Udonis Haslem,MIA,PF,2564753.0,213729.42,39.0,6.5,12.0,4.0,44.0,1.0,0.0,0.0
443,Marvin Williams,MIL,PF,15006250.0,220680.15,33.0,11.2,68.0,17.0,321.0,19.0,10.0,8.0
444,Solomon Hill,MIA,SF,13258781.0,270587.37,28.0,9.8,49.0,11.0,187.0,10.0,12.0,5.0
445,Jonah Bolden,PHO,PF,1698450.0,283075.0,24.0,4.9,6.0,3.0,33.0,0.0,2.0,2.0
446,Evan Turner,ATL,PG,18606557.0,300105.76,31.0,6.8,62.0,19.0,251.0,38.0,9.0,8.0
447,Nicolas Batum,CHO,SF,25565217.0,323610.34,31.0,9.2,79.0,22.0,505.0,66.0,17.0,8.0
448,Zhaire Smith,PHI,SG,3058800.0,382350.0,20.0,1.1,8.0,7.0,32.0,2.0,3.0,0.0
449,Joakim Noah,LAC,C,6431666.0,459404.71,34.0,11.1,14.0,5.0,50.0,7.0,1.0,1.0
450,Derrick Walton,DET,PG,1445697.0,481899.0,24.0,11.3,3.0,3.0,26.0,5.0,3.0,0.0
451,Andre Roberson,OKC,SG,10740741.0,537037.05,28.0,5.4,20.0,7.0,87.0,4.0,1.0,3.0
452,Allen Crabbe,MIN,SG,17818456.0,614429.52,27.0,6.0,29.0,9.0,131.0,5.0,0.0,0.0
