,Player,tm,pos,yr2019_20,avg_cost_per_pt,Age,PER,pts,g,mp,ast,stl,blk
453,Jarred Vanderbilt,MIN,PF,1416852.0,708426.0,20.0,11.1,2.0,2.0,5.0,0.0,0.0,0.0
454,Ryan Anderson,HOU,C,5214583.0,1042916.6,31.0,9.4,5.0,2.0,14.0,2.0,1.0,0.0
455,Michael Kidd-Gilchrist,DAL,SF,13000000.0,1083333.33,26.0,1.7,12.0,13.0,121.0,4.0,2.0,3.0
456,Chandler Parsons,ATL,SF,25102511.0,1793036.5,31.0,5.6,14.0,5.0,54.0,3.0,4.0,1.0
457,Jacob Evans,MIN,SG,1925880.0,inf,22.0,5.5,0.0,2.0,4.0,0.0,0.0,0.0
458,Stanton Kidd,UTA,SF,250000.0,inf,27.0,-13.7,0.0,4.0,15.0,1.0,0.0,0.0
459,J.P. Macura,CLE,SG,81678.0,inf,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
460,Isaiah Roby,OKC,SF,1500000.0,inf,21.0,-7.7,0.0,3.0,11.0,0.0,0.0,0.0
461,Marques Bolden,CLE,C,50752.0,inf,21.0,19.8,0.0,1.0,3.0,0.0,1.0,0.0
462,William Howard,HOU,PF,50000.0,inf,26.0,-12.7,0.0,2.0,13.0,1.0,0.0,0.0
463,John Wall,0,0,37800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,Kevin Durant,0,0,37199000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Klay Thompson,0,0,32742000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,Tim Hardaway,0,0,18150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,Kelly Oubre,0,0,15625000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Larry Nance,0,0,12727273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Miles Plumlee,0,0,12500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Marvin Bagley,0,0,8556120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,Darius Miller,0,0,7250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Jaren Jackson,0,0,6927480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Mohamed Bamba,0,0,5697600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Timofey Mozgov,0,0,5573333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,Deron Williams,0,0,5474787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Josh Smith,0,0,5331729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Wendell Carter,0,0,5201400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Pau Gasol,0,0,5100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Luol Deng,0,0,4990000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Dennis Smith,0,0,4463640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Mirza Teletović,0,0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,DeMarcus Cousins,0,0,3500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Taurean Waller-Prince,0,0,3481986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Michael Porter,0,0,3389400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Troy Brown,0,0,3219480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Jon Leuer,0,0,3169348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Guerschon Yabusele,0,0,3117240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Ömer Aşık,0,0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Andrew Nicholson,0,0,2844429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,Gerald Green,0,0,2564753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Nenê Hilário,0,0,2564753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Monta Ellis,0,0,2245400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Matt Barnes,0,0,2133541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Dylan Windler,0,0,2035800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Spencer Hawes,0,0,2007058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Anderson Varejão,0,0,1913345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Glenn Robinson,0,0,1882867.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Larry Sanders,0,0,1865547.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Derrick Jones,0,0,1645357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Gary Trent,0,0,1416852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Kevin Porter,0,0,1290960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Gary Payton,0,0,1090781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Jonathon Simmons,0,0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Justin Hamilton,0,0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Kyle Singler,0,0,999200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
506,Cole Aldrich,0,0,685340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507,Shaun Livingston,0,0,666667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,Dakari Johnson,0,0,459414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Ivan Rabb,0,0,371758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510,A.J. Hammons,0,0,350087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
511,Festus Ezeli,0,0,333333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
512,C.J. Watson,0,0,333333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Joe Johnson,0,0,220000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Jemerrio Jones,0,0,199000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,Jontay Porter,0,0,197933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,Jaylen Adams,0,0,163356.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,Troy Williams,0,0,122741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Yante Maten,0,0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Demetrius Jackson,0,0,92857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Sheldon Mac,0,0,81678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,Sir'Dominic Pointer,0,0,50752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,Isaiah Taylor,0,0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Tyler Lydon,0,0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Hollis Thompson,0,0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,Tyler Ulis,0,0,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
